IFIH1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
BTK	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
STAT1	Autoimmune thrombocytopenia	
MAP2K1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MTHFR	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MMAA	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PALB2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
CD19	Autoimmune thrombocytopenia	
ITK	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PDGFRB	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
CYP2C19	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
TCN2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
AGK	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
FCGR3A	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MMAB	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
APOE	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
TYK2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
CD19	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NRAS	Autoimmune thrombocytopenia	
CYP2C9	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MMACHC	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MS4A1	Autoimmune thrombocytopenia	
HLA-DRB1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
SRC	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
FCGR2A	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ITGA2B	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NFKB1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ICOS	Autoimmune thrombocytopenia	
FCGR2C	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ITGB3	Autoimmune thrombocytopenia	
BCR	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PTPN22	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
CSF2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
OCRL	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
BRAF	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NFKB2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
TFRC	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
JAK2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ALB	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
STAT1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ITGB3	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
JAK1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PDGFB	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
HLA-DRB3	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
MUT	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NFKB2	Autoimmune thrombocytopenia	
IL3	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PTPN11	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ABL1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
IFNA2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PNP	Autoimmune thrombocytopenia	
ICOS	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NFKB1	Autoimmune thrombocytopenia	
STAT2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
VWF	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
SCARB2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
NRAS	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
ITGA2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
CFH	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
PECAM1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
IFNAR1	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
IFNAR2	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	
FYN	SPTB	0.857186514138311	
PDGFRA	FGF19	0.8435102388865442	
CYP2D6	rs28371706	0.99	
JAK2	LYN	0.8557783262261931	
PTGS1	rs10306135	0.99	
SRC	PTK2	0.8696919220006938	
PDGFRA	NCK1	0.8197146809151086	
FGF2	FGF20	0.8711133509521624	
YES1	NGEF	0.8351516051398434	
ABCB1	rs2235047	0.99	
CD3D	REPS2	0.8628338709774962	
KIT	PIK3R2	0.8281207788973212	
FGFR3	GFRA1	0.8281207788973212	
FGF1	ERLIN2	0.855009540709891	
FGF4	RAPGEF2	0.8513157657742707	
EGFR	AP2S1	0.8664242982340606	
FGF4	HBEGF	0.8655209368590407	
ABCB1	rs12720067	0.99	
FGFR3	PDGFRB	0.8435102388865442	
FGFR1	EREG	0.853898073011433	
EGFR	SHC3	0.8372883840480309	
IKBKB	MAP3K7	0.8594519690919569	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	HPX	0.8638247395845513	
ERBB2	rs1136201	0.8473872804025354	
CYP2C9	rs28371686	0.99	
IFNAR2	IFNA4	0.8622496297868503	
YES1	EPHB6	0.8591633312389747	
IKBKB	TAB3	0.8520838925573979	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*1xN, CYP2D6*2, CYP2D6*2xN, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6	0.99	
rs4987161	CYP3A	0.9414801494009999	
EGFR	PACSIN2	0.863443159858049	
ERBB2	FGFR1	0.855946747881349	
CYP3A4	rs56324128	0.9135172474836407	
FGFR2	FGF19	0.8513157657742707	
LYN	EPHB6	0.8591633312389747	
VEGFA	CDC42	0.8483182916706136	
PTK6	AKT1	0.8375121078883685	
FGF1	CBL	0.8567933402497073	
EGFR	LDLRAP1	0.8628338709774962	
rs6759892	UGT1A10	0.9414801494009999	
PDGFRB	FGF6	0.8610963123912945	
Abciximab	C1QC	1	
JAK1	IFNA10	0.8622496297868503	
JAK1	IL2RB	0.865097443947573	
STAT5B	STAT5A	0.8637281740837501	
Nintedanib	FGFR2	1	
JAK1	SOCS3	0.8291264963011837	
TPMT	TPMT*1, TPMT*2, TPMT*3A, TPMT*3B, TPMT*3C, TPMT*4	0.99	
IFNAR1	IFNA17	0.8634258189159196	
ERBB2	FGF23	0.8655209368590407	
FGF2	NRG2	0.8638403979636339	
JAK1	IFNA2	0.8622496297868503	
FYN	HRAS	0.855009540709891	
SRC	BCAR1	0.8614909610942352	
ERBB2	GAB1	0.8634947893135166	
EGFR	FYN	0.8513157657742707	
FGF2	MET	0.8643329280224298	
FYN	EPHA10	0.8566409204013108	
NTRK1	RIT2	0.8338600276875079	
PDGFRA	FGF5	0.8610963123912945	
PDGFRA	ERBB4	0.847975029345742	
CYP3A4	rs2242480	0.8775210229989678	
FGF4	EGF	0.8655209368590407	
CD3D	DNM2	0.8621379174857935	
FCGR3A	IGKV2-30	0.8631759289499149	
JAK1	IFNAR1	0.8634258189159196	
FYN	EFNA2	0.8582609785019573	
APOC1	rs7412	0.8214887322023668	
FCGR3A	IGHG2	0.8614909610942352	
PRDX5	TXN	0.8219632471359692	
EGFR	PIK3CB	0.8372883840480309	
MTHFR	rs4846051	0.99	
SRC	EPHB6	0.866499965431577	
EGFR	FGFR3	0.857607030791991	
EGFR	RPS27A	0.8665736784466054	
FGF4	SHC2	0.8513157657742707	
JAK2	CRLF1	0.8248354829013484	
Dasatinib	EPHA2	1	
Trastuzumab	C1QB	1	
EPHA2	EPHA4	0.8520838925573979	
FGF2	HGF	0.8643329280224298	
FGF1	BTC	0.8651659866513213	
FGF4	CALM3	0.853898073011433	
FCGR3A	V2-19	0.8631759289499149	
EGFR	GRIN2D	0.8435102388865442	
FGFR3	HBEGF	0.855946747881349	
CYP2C19	rs12248560	0.99	
FGF4	JAK3	0.853898073011433	
FYN	JAK2	0.855071032805086	
CYP2C9	rs10509680	0.99	
FGFR4	FGFR3	0.8513157657742707	
FGFR3	KL	0.8513157657742707	
FGFR3	IRS2	0.8435102388865442	
SRC	APBB1IP	0.8664849906990981	
FYN	FGF10	0.853898073011433	
FGF2	IL5	0.853898073011433	
SRC	EPHA7	0.8566409204013108	
IKBKB	MAP3K8	0.849809014912932	
LCK	PDCD1	0.8448687443032323	
LCK	CD247	0.8637443836010867	
SRC	ROCK2	0.8421959353175904	
EGFR	FRS3	0.853898073011433	
FCGR2A	IGKV1-16	0.8622716890165686	
FGFR1	GDNF	0.8281207788973212	
PTK6	EREG	0.8633557898536034	
CYP2C19	CYP2C19*1, CYP2C19*2, CYP2C19*3, CYP2C19*5, CYP2C19*6, CYP2C19*7, CYP2C19*8	0.99	
FGFR4	FGFR2	0.8513157657742707	
EGFR	IL3	0.8435102388865442	
FGF4	MAPK1	0.8480904465605648	
SRC	ITGA2B	0.866126040913791	
FGF1	CAMK2D	0.853898073011433	
FCGR3A	V1-9	0.8631759289499149	
EGFR	ERBB3	0.8690931465161327	
CYP3A4	CYP3A4*1, CYP3A4*1G	0.99	
LYN	V1-5	0.8516636985739204	
PIK3CA	rs870995	0.8595395962867226	
UGT1A7	rs6759892	0.8775210229989678	
FCGR3A	IGKC	0.8631759289499149	
KIT	EREG	0.847975029345742	
SLCO1B1	SLCO1B1*12, SLCO1B1*13, SLCO1B1*1A	0.99	
CYP2D6	CYP2D6*1, CYP2D6*3, CYP2D6*36, CYP2D6*4, CYP2D6*40, CYP2D6*42, CYP2D6*4xN, CYP2D6*56	0.99	
FGF2	IL5RA	0.853898073011433	
FGFR2	FGF3	0.8694173850177577	
FGF4	NRG1	0.8655209368590407	
ABCG2	rs2199939	0.99	
JAK1	TYK2	0.8667702798833444	
FYN	DPYSL5	0.8396144291374222	
ERBB2	PLXNB1	0.8310189406311155	
EGFR	NECAP1	0.8658049874828022	
LCK	SOS1	0.8590143683516748	
EPHA2	SRC	0.8566409204013108	
FCGR1A	VAV1	0.8468891025876341	
FGF2	RASGRP1	0.8513157657742707	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	DERL1	0.8638247395845513	
YES1	EPHA3	0.8566409204013108	
MAP2K1	NRAS	0.8680920646920249	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ATM	0.8638247395845513	
RET	PDLIM7	0.7989062580087279	
FGFR4	PDGFRB	0.8435102388865442	
ERBB2	FGF1	0.8655209368590407	
PDGFRA	SOS1	0.8678174247689815	
RET	GFRA3	0.8657767124847613	
EGFR	GFRA2	0.847975029345742	
FYN	FGF6	0.8601235081501506	
FGF2	KRAS	0.8680533572816113	
IFNG	STAT1	0.8541037391936209	
PDGFRA	FGFR3	0.8435102388865442	
PDGFRA	FGF20	0.8638403979636339	
FCGR1A	IGHV7-81	0.8622716890165686	
CYP2D6	rs76088846	0.99	
FGF2	FGF3	0.8704901863393477	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KLK3	0.8638247395845513	
FGFR1	FGFR1	0.8699651946368809	
CYP3A4	rs2740574	0.99	
FGF2	FGF5	0.8709141188364902	
FCGR1A	IGLV1-44	0.8622716890165686	
FYN	PIK3CA	0.8681412750896756	
SRC	PDGFB	0.8468891025876341	
MAP2K1	RAF1	0.8683264094980416	
KIT	HBEGF	0.8513157657742707	
CD3D	GRAP2	0.852724204446584	
JAK2	CSF2RA	0.865097443947573	
Bosutinib	LYN	1	
FGF2	RASGEF1A	0.8513157657742707	
FGF1	SPTBN4	0.853898073011433	
EGFR	ERBB2	0.8699581403276919	
UGT1A1	rs10929302	0.9509900498999999	
FGFR1	NRG2	0.8435102388865442	
CYP2C19	rs4986893	0.99	
FGF1	PDGFA	0.8638403979636339	
EGFR	GFRA1	0.847975029345742	
KDR	PTK2B	0.8549476386052599	
FGF4	ERBB4	0.8651659866513213	
SRC	SH2D2A	0.8567933402497072	
CYP3A4	rs28371759	0.8775210229989678	
FCGR1A	V3-4	0.8622716890165686	
Pentosan Polysulfate	FGF4	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PCED1B	0.8638247395845513	
FYN	EPHA5	0.8566409204013108	
FCGR2A	V3-2	0.8622716890165686	
YES1	RHOA	0.8252219011119977	
ABCG2	rs17731538	0.99	
FGFR1	HBEGF	0.855946747881349	
EGFR	PDGFB	0.853898073011433	
PDGFRB	CRKL	0.8319100629186602	
VEGFA	PIK3R1	0.8468891025876341	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CFB	0.8638247395845513	
Ponatinib	CYP3A5	1	
KIT	FGF10	0.855946747881349	
LYN	NGEF	0.8351516051398434	
MAP2K1	KSR1	0.869230102469678	
UGT1A1	rs1042640	0.9135172474836407	
PIK3CA	rs2699887	0.8583458730767097	
SRC	FN1	0.8659427526468915	
FGF1	JAK2	0.853898073011433	
FGF1	UBC	0.8496066018949794	
CDK2	CUL1	0.8381680014777021	
CYP3A5	rs776746	0.99	
SRC	NTN1	0.862092560784167	
CD3D	HLA-DQA1	0.8626940542935567	
EGFR	rs712830	0.99	
EGFR	FGF5	0.8643329280224298	
EGFR	TF	0.8628338709774962	
IKBKB	IFIH1	0.8294526363440686	
YES1	EFNB1	0.858976627682086	
CD3D	CBL	0.8628338709774962	
LYN	EFNA4	0.8582609785019573	
ABCG2	rs7699188	0.99	
Imatinib	CYP2C9	1	
FGF4	SHC1	0.8687731797259626	
FGF1	UBA52	0.8496066018949794	
ABCB1	rs1922242	0.99	
FGF1	MAPK1	0.8480904465605648	
JAK2	SH2B1	0.8525676751757928	
FGFR1	KLB	0.8513157657742707	
FGFR4	rs351855	0.99	
KIT	FGF16	0.8610963123912945	
JAK1	IL5RA	0.8281207788973212	
PDGFRB	GRB2	0.8688939580810102	
PDGFRA	FRS2	0.8610963123912945	
CYP3A4	rs28371759	0.9509900498999999	
NTRK1	IRS1	0.8506801547405347	
FCGR2A	IGHV2-70	0.8622716890165686	
ITGB3	VTN	0.8079483364086799	
ABCG2	rs3114020	0.99	
FGFR1	FGFR3	0.8513157657742707	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	DICER1	0.8638247395845513	
ERBB2	IL3RA	0.8281207788973212	
LCK	PTPN6	0.8441288359160942	
FCGR2A	IGLV3-25	0.8622716890165686	
LYN	IGKV	0.8574228804342738	
FGF2	MAPK1	0.8480904465605648	
STAT5B	KIT	0.8396144291374222	
FGFR4	PTPN11	0.8631020041045834	
FCGR1A	IGLV3-21	0.8622716890165686	
SRC	EFNA1	0.8582609785019573	
EGFR	FGFR2	0.857607030791991	
ERBB2	PIK3R1	0.8674612613382413	
JAK1	STAT6	0.8496066018949794	
UGT1A1	UGT1A1*1, UGT1A1*28	0.8775210229989678	
UGT1A1	rs1042640	0.99	
YES1	EFNA2	0.8582609785019573	
FCGR1A	IGKV3-15	0.8622716890165686	
FGF2	CSF2RA	0.853898073011433	
FCGR3A	IGLV1-40	0.8631759289499149	
IKBKB	IKBKB	0.852724204446584	
ERBB2	PDGFB	0.8513157657742707	
IFNAR1	IFNA16	0.8634258189159196	
FCGR2A	ELMO1	0.7983096722548423	
ERBB2	ERBB2	0.869849062131278	
FYN	EFNA4	0.8582609785019573	
FCGR3A	VAV2	0.8468891025876341	
Imatinib	NTRK1	1	
LYN	EPHA1	0.8566409204013108	
PDGFRB	KL	0.8435102388865442	
FGFR1	PIK3R1	0.867393408703544	
Bosutinib	ABCB1	1	
CYP2C19	rs4244285	0.99	
RET	ARTN	0.864908116896693	
EGFR	VAMP8	0.8628338709774962	
KIT	JAK2	0.8568934182658772	
STAT5B	STAT5B	0.8631575560288065	
FGFR2	SOS1	0.8684060263077585	
JAK1	IFNGR1	0.8593451483108672	
KIT	LYN	0.8639651892799458	
UGT1A6	rs4261716	0.8775210229989678	
LYN	IGKV1-39	0.8574228804342738	
EGFR	KIT	0.853898073011433	
CD3D	DNAJC6	0.851137711762708	
ERBB2	GFRA4	0.8372883840480309	
IFNGR2	JAK2	0.8583852361794637	
FGF4	SPTBN2	0.853898073011433	
EPHA2	EFNB2	0.8459813396079446	
UGT1A6	UGT1A6*2a	0.8775210229989678	
CD3D	NECAP1	0.8658049874828022	
FGF1	LCK	0.8513157657742707	
SRC	PIK3CB	0.8319100629186602	
SRC	VAV2	0.8544371783926548	
KIT	FGF19	0.8435102388865442	
PDGFRA	PIK3CA	0.8656414349454913	
BCR	FGFR1OP2	0.855009540709891	
EGFR	AGFG1	0.8628338709774962	
IKBKB	UBE2V1	0.8470141168187869	
Olsalazine	TPMT	1	
FGF2	NRG1	0.8655209368590407	
EGFR	PTK6	0.865795589821083	
ERBB2	FGF8	0.8655209368590407	
EGFR	PTPN11	0.8620006694119313	
FCGR3A	CD3G	0.8595571341704282	
CYP3A5	rs41303343	0.99	
CHUK	NOD2	0.8252219011119977	
rs8330	UGT1A9	0.8687458127689781	
SRC	RHOA	0.849809014912932	
EGFR	IL2RG	0.8435102388865442	
PDGFRB	NCK1	0.8197146809151086	
LYN	IGHV3-7	0.8574228804342738	
PTGS2	TP53	0.826582583512	
FCGR3A	RAC1	0.852724204446584	
IFNAR1	JAK1	0.8634258189159196	
EGFR	GFRA4	0.847975029345742	
FGFR1	PDGFRA	0.8435102388865442	
FGF4	TRAT1	0.853898073011433	
PTK6	ARHGAP35	0.8448687443032323	
FGFR4	GFRA3	0.8281207788973212	
FGF2	RASGRF1	0.853898073011433	
SLCO1B1	rs4149056	0.99	
FGF2	CSF2	0.853898073011433	
LYN	IGKV1-33	0.8574228804342738	
FGF1	FYN	0.8632846785253419	
FGF1	KITLG	0.8638403979636339	
Interferon Alfacon-1	IFNAR2	1	
UGT1A9	rs58597806	0.9509900498999999	
IKBKB	IKBKG	0.8596606802270689	
ERBB2	ERBB4	0.8697812988030533	
LCK	HLA-DRB4	0.8637443836010867	
FYN	KRAS	0.855009540709891	
LYN	CD28	0.8421959353175904	
FGF2	UBB	0.8496066018949794	
FCGR2A	P0CG05	0.8622716890165686	
FGF4	UBC	0.8496066018949794	
FCGR3A	P0CG06	0.8631759289499149	
FCGR2A	V1-5	0.8622716890165686	
JAK1	IFNG	0.860343039361049	
CYP3A4	CYP3A4*1, CYP3A4*1G	0.9509900498999999	
CHUK	SKP1	0.8319100629186602	
LCK	PTPN22	0.8407682499807351	
ERBB2	DLG4	0.8281207788973212	
FGF2	RET	0.855946747881349	
PDGFRB	SOS1	0.8678174247689815	
CAMK2G	CAMK2A	0.8593451483108672	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ZNF232	0.8638247395845513	
NTRK1	SHC3	0.8526462282435747	
LCK	TRBC1	0.8637443836010867	
RET	SHC1	0.8632667287580127	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KIAA1551	0.8638247395845513	
LYN	IGHV2-5	0.8574228804342738	
RET	GRB2	0.8678990975189527	
ITK	ITK	0.8407682499807351	
EGFR	rs121434569	0.99	
FYN	CD80	0.8615163260680712	
STAT5B	IL3RA	0.8497082254156562	
Imatinib	ABCA3	1	
EGFR	ERBB4	0.8693683183476757	
FGF1	GFRA2	0.855946747881349	
CYP3A4	CYP3A4*1, CYP3A4*1G	0.9135172474836407	
FGF2	SPTBN2	0.853898073011433	
CD3D	FNBP1	0.863443159858049	
EGFR	NRG1	0.8697543949905541	
Dasatinib	CYP1A1	1	
PTGS2	rs20417	0.99	
FMO1	rs7877	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PDZRN4	0.8638247395845513	
ABL2	ABL1	0.8252219011119977	
EGFR	RASGEF1A	0.8372883840480309	
EGFR	LRP2	0.8628338709774962	
LYN	IGKV1-17	0.8574228804342738	
FGF1	FGF5	0.8709722662956106	
PDGFRB	HRAS	0.852724204446584	
FGF2	CAMK2D	0.853898073011433	
ITGA2	rs1062535	0.8551864921887058	
YES1	EFNA4	0.8582609785019573	
LCK	SYK	0.8565377401984524	
FGFR4	PDGFB	0.8435102388865442	
EGFR	SLC2A8	0.8628338709774962	
CD3D	AP2S1	0.8666098248257992	
FYN	SPTAN1	0.857186514138311	
FGFR2	FGF8	0.8697897167142075	
KIT	ERBB2	0.8513157657742707	
ERBB2	NRAS	0.8611234767592315	
JAK1	SHC1	0.8643188307528107	
FCGR1A	IGHV3-9	0.8622716890165686	
CYP2C9	CYP2C9*1, CYP2C9*59	0.99	
ABCB1	rs9282564	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TRAPPC11	0.8638247395845513	
Interferon Gamma-1b	IFNGR1	1	
FYN	LAT	0.8617638362337401	
FGFR4	SOS1	0.8682956404247715	
CYP19A1	rs7176005	0.99	
FCGR2A	V2-19	0.8622716890165686	
ERBB2	ERBB3	0.8695069661438609	
ERBB2	KLB	0.855946747881349	
ABCB1	ABCB1*1, ABCB1*2(PMID:11503014)	0.99	
FCGR1A	IGKV2D-40	0.8622716890165686	
CD3D	OCRL	0.8613363396709319	
SRC	MAPK3	0.8335919503261298	
VEGFA	RHOA	0.8252219011119977	
Vandetanib	FMO3	1	
EGFR	IL5	0.8435102388865442	
FCGR3A	IGHV3-13	0.8631759289499149	
IFNGR1	IFNGR2	0.8595222608249842	
UGT1A	rs8330	0.9320653479069899	
CYP19A1	rs4775936	0.99	
EPHA2	EFNA4	0.8600915199930605	
KIT	NRAS	0.855009540709891	
FGFR1	NRG4	0.853898073011433	
CD3D	HLA-DRB1	0.8626940542935567	
ERBB2	UBC	0.8400074412835329	
CHUK	IKBKB	0.8587458633585864	
FGF1	SPTA1	0.853898073011433	
FCGR1A	IGLV2-8	0.8622716890165686	
SRC	EPHA10	0.8566409204013108	
KIT	FGFR1	0.8435102388865442	
CYP3A4	MGST1	0.792109822701367	
EGFR	PTPN18	0.842023951637581	
rs8330	UGT1A	0.8687458127689781	
PDGFRA	PDGFA	0.8684125060861475	
ERBB2	FGF7	0.855946747881349	
FCGR3A	IGKV4-1	0.8631759289499149	
KIT	GRB7	0.7989062580087279	
CYP2D6	CYP2D6*20, CYP2D6*4	0.99	
EGFR	SPTAN1	0.8435102388865442	
PTK6	NRG1	0.8633557898536034	
FGFR2	FGF17	0.8697897167142075	
EGFR	NRAS	0.8667770469385163	
FYN	FGF5	0.8601235081501506	
LYN	IGLV3-1	0.8574228804342738	
SRC	JAK2	0.8499089801634054	
CDK2	MCM2	0.8484307441293273	
VEGFA	PAK2	0.8531802811033484	
FGF2	PDGFA	0.8638403979636339	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*17, CYP2D6*1xN, CYP2D6*2, CYP2D6*2xN, CYP2D6*3, CYP2D6*4, CYP2D6*40, CYP2D6*41, CYP2D6*5, CYP2D6*6	0.99	
FCGR2A	V3-3	0.8622716890165686	
EGFR	SLC18A3	0.8628338709774962	
CYP3A4	rs12721627	0.8775210229989678	
LYN	V1-16	0.8516636985739204	
EGFR	SYNJ2	0.8613363396709319	
FCGR3A	IGHV1-46	0.8631759289499149	
IKBKB	NFKBIE	0.8086124452583398	
EGFR	KRAS	0.8667770469385163	
EGFR	SCARB2	0.8628338709774962	
JAK1	IFNA16	0.8622496297868503	
UGT1A1	UGT1A1*1, UGT1A1*28	0.9509900498999999	
ABL1	SLIT2	0.842023951637581	
ALB	complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	0.954526206676	
FGFR2	SHC1	0.8650626804709197	
LYN	IGLV	0.8574228804342738	
CYP2C9	CYP2C9*1, CYP2C9*13, CYP2C9*3	0.99	
FYN	DPYSL3	0.8396144291374222	
TPMT	rs1142345	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	BBC3	0.8638247395845513	
PDGFRB	FGFR4	0.8435102388865442	
CD3D	LCP2	0.852724204446584	
FGF4	KRAS	0.8680533572816113	
FGFR2	MET	0.847975029345742	
FCGR3A	IGHV2-70	0.8631759289499149	
FCGR3A	IGKV5-2	0.8631759289499149	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PRSS3	0.8638247395845513	
FCGR3A	IGKV1-33	0.8631759289499149	
LCK	PRKCQ	0.7872074365980737	
Trastuzumab	FCGR1A	1	
IKBKB	CHUK	0.8587458633585864	
NTRK1	IRS2	0.8506801547405347	
UGT1A1	rs8330	0.8775210229989678	
FGF1	CSF2RA	0.853898073011433	
FCGR2A	IGLV1-44	0.8622716890165686	
CYP2C9	rs12782374	0.99	
FGFR2	NRG2	0.8435102388865442	
Imatinib	KIT	1	
CYP3A4	rs4986910	0.9135172474836407	
CD3D	SGIP1	0.8658049874828022	
FYN	SPTBN4	0.857186514138311	
PDGFRA	FGF17	0.8638403979636339	
FGF2	FGFR4	0.8694788835721461	
rs2070959	UGT1A10	0.8863848717161291	
FGFR2	FGF23	0.8697897167142075	
FCGR3A	IGKV1-39	0.8631759289499149	
SRC	ELMO2	0.7983096722548423	
FCGR1A	IGHV1-46	0.8622716890165686	
JAK2	PRL	0.855009540709891	
C1S	C1R	0.8405811189288911	
Nintedanib	FGFR3	1	
CD3D	TRIP10	0.863443159858049	
FGF2	NCAM1	0.853898073011433	
IFNAR2	IFNA7	0.8622496297868503	
MAP2K1	FAM131B	0.8535455451872151	
FGF2	GRIN2B	0.853898073011433	
UGT1A1	rs10929302	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	TSC22D1	0.8638247395845513	
Trastuzumab	C1S	1	
CYP3A4	rs4646440	0.9135172474836407	
EGFR	IRS1	0.853898073011433	
CD3D	P04436	0.8618120354122875	
EGFR	REPS2	0.8629698029978776	
FGF2	NEFL	0.853898073011433	
FGFR3	ARTN	0.8281207788973212	
SLCO1B1	rs2306283	0.99	
LCK	HLA-DPA1	0.8637443836010867	
Ponatinib	KIT	1	
LYN	SH2B2	0.8351516051398434	
FCGR1A	IGKV2D-30	0.8622716890165686	
ABCC1	rs35592	0.99	
LYN	IGHV1-46	0.8574228804342738	
CD3D	VAMP4	0.8621379174857935	
IFNGR2	IFNGR1	0.8595222608249842	
RET	HGF	0.8372883840480309	
ITGA2B	TLN1	0.8665444230442223	
FYN	NRG1	0.847975029345742	
JAK2	IL5RA	0.865097443947573	
ABCB1	rs2235067	0.99	
CHUK	UBE2N	0.8470141168187869	
FGFR3	NRG2	0.8435102388865442	
FGFR2	PIK3R1	0.867393408703544	
CHUK	CHUK	0.8459813396079446	
FGF2	GFRA1	0.855946747881349	
SRC	F2R	0.8431915794946425	
MAP2K1	WDR83	0.786228997694123	
LYN	EPHA5	0.8566409204013108	
CYP3A4	rs2740574	0.9509900498999999	
EGFR	SHC2	0.8372883840480309	
CYP2D6	CYP2D6*1, CYP2D6*15, CYP2D6*4	0.99	
CYP3A4	CYP3A4*1, CYP3A4*20, CYP3A4*8	0.9509900498999999	
EGFR	KLB	0.857607030791991	
CYP2C19	rs28399504	0.99	
FGF2	RAPGEF2	0.8513157657742707	
