NPPB	Cerebral edema	
TNFRSF1A	Facial edema	
CCR5	Pulmonary edema	
FPR1	Pulmonary edema	
PLAU	Cerebral edema	
SLC25A13	Cerebral edema	
EGLN1	Pulmonary edema	
FGF7	Pulmonary edema	
VEGFA	High altitude pulmonary edema	
F2R	Pulmonary edema	
VEGFA	Pulmonary edema	
TH	High altitude pulmonary edema	
HIF1A	Pulmonary edema	
AVPR1A	Cerebral edema	
FGF10	Pulmonary edema	
REN	High altitude pulmonary edema	
EDN1	Cerebral edema	
PLAT	Cerebral edema	
ABCC8	Cerebral edema	
ADRB2	Pulmonary edema	
FSHR	Pulmonary edema	
F2	Cerebral edema	
TEK	Pulmonary edema	
F2R	Cerebral edema	
ALB	Pulmonary edema	
CXCL2	Pulmonary edema	
GFAP	Cerebral edema	
CAV1	Pulmonary edema	
EDNRA	High altitude pulmonary edema	
TNFRSF1A	Periorbital edema	
EDN1	High altitude pulmonary edema	
ROCK1	Pulmonary edema	
APOE	Cerebral edema	
MYL4	Cerebral edema	
DMD	Cerebral edema	
NRG1	Pulmonary edema	
ALOX5	Pulmonary edema	
TRPV1	Pulmonary edema	
AGTR1	High altitude pulmonary edema	
PTGS2	Pulmonary edema	
ADRB2	High altitude pulmonary edema	
GHRH	Pulmonary edema	
CXCL8	Pulmonary edema	
IL2	Pulmonary edema	
ACE	High altitude pulmonary edema	
MPO	Pulmonary edema	
EGLN1	High altitude pulmonary edema	
ADORA1	NMUR2	0.8421959353175904	
HTR1B	GALR2	0.8252219011119977	
TEK	GRB2	0.8676677067435474	
AVPR1B	BDKRB2	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CTSL	0.818984274335209	
Levodopa	SLC7A8	1	
ADORA1	CXCL9	0.8407682499807351	
HRH1	F2RL1	0.8252219011119977	
SSTR5	TAS2R14	0.8354005520686607	
CHRM1	LPAR6	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	APOE	0.818984274335209	
EGFR	PTK2	0.8435102388865442	
ADORA2A	GPR84	0.8252219011119977	
EGFR	EPS15L1	0.866715527166346	
P2RY12	ADRA2B	0.8252219011119977	
AVPR2	DAB2	0.8639805355496311	
ADRA1D	NTSR1	0.8252219011119977	
HRH4	HTR1D	0.8354005520686607	
Pentoxifylline	PDE5A	1	
Paliperidone	ADRA1A	1	
CYP2B6	rs58425034	0.99	
HTR2B	GHRL	0.8407682499807351	
HTR1B	SSTR4	0.8354005520686607	
SLCO1B3	rs4149117	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SCN5A	0.8638247395845513	
CHRM4	LPAR5	0.8252219011119977	
AVPR2	GNAS	0.8614909610942352	
CHRM3	NMUR2	0.8421959353175904	
AVPR1B	NMUR2	0.8421959353175904	
TNF	NSMAF	0.8398120133516425	
DRD2	GALR2	0.8252219011119977	
CHRM1	NPSR1	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CLCA2	0.8638247395845513	
CHRM5	F2RL2	0.8252219011119977	
HTR1A	CCR10	0.8354005520686607	
ADRA1A	GNRHR2	0.8354005520686607	
ADRB2	GIPR	0.8354005520686607	
HRH4	PYY	0.833320481754769	
HTR1A	GNG2	0.8526462282435747	
CHRM2	CXCL2	0.8407682499807351	
Cyproheptadine	HTR2C	1	
HTR2A	PROK2	0.8407682499807351	
CHRM2	MCHR1	0.8354005520686607	
DRD3	CXCR4	0.8354005520686607	
P2RY12	CXCR5	0.8354005520686607	
SSTR5	CHRM4	0.8354005520686607	
EGFR	VAMP2	0.8628338709774962	
CHRM4	GPR55	0.8354005520686607	
AVPR2	LDLR	0.863443159858049	
Loxapine	DRD4	1	
DRD5	GCG	0.849809014912932	
AVPR2	HTR6	0.8354005520686607	
CYP2B6	CYP2B6*27, CYP2B6*28	0.99	
HTR1E	GNAI3	0.8526462282435747	
EGFR	TRIP10	0.863443159858049	
CYP2C19	CYP2C19*1, CYP2C19*2	0.99	
CHRM4	PNOC	0.8407682499807351	
ADRB1	CRHR1	0.8354005520686607	
DRD4	PENK	0.8407682499807351	
HIF1A	EGLN3	0.857962761909534	
EGFR	SYT9	0.8628338709774962	
UGT1A1	rs10929302	0.8600583546412883	
PTGIR	RAMP2	0.8421959353175904	
HTR7	RLN3	0.8407682499807351	
ADRA1B	PROK1	0.8407682499807351	
CHRM2	CXCL9	0.8407682499807351	
TNF	RACK1	0.7983096722548423	
CHRM1	NMB	0.8407682499807351	
NDUFC2	MT-ND2	0.8478585989808651	
DRD4	TAS2R41	0.8354005520686607	
ADRA1A	GHRL	0.8407682499807351	
ADRB2	TSHR	0.8354005520686607	
P2RY12	TAS2R7	0.8354005520686607	
TP53	rs1042522	0.81831675767688	
HRH1	CHRM3	0.8354005520686607	
AVPR1A	GCGR	0.8354005520686607	
EGFR	GRIN1	0.8435102388865442	
Maprotiline	HTR2C	1	
TTR	complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	0.904977499353	
CHRM2	EPS15L1	0.863443159858049	
ABCB1	rs4728709	0.99	
AGTR1	XCL1	0.833320481754769	
ADRB2	GPR27	0.8252219011119977	
HTR1B	INSL5	0.8407682499807351	
MLNR	QRFPR	0.8252219011119977	
ADRA1D	FFAR2	0.8354005520686607	
SSTR1	CCR3	0.8354005520686607	
PTK6	NRG4	0.8633557898536034	
SSTR2	P2RY14	0.8354005520686607	
ADRA2C	APP	0.833320481754769	
P2RY12	P2RY12 A, P2RY12 F	0.99	
HTR1E	HEBP1	0.8407682499807351	
P2RY12	TAS2R8	0.8354005520686607	
Levodopa	DDC	1	
CYP3A4	rs2740574	0.8775210229989678	
HTR1B	NMUR2	0.8421959353175904	
SSTR2	C5	0.8407682499807351	
rs2070959	UGT1A9	0.92274469442792	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	GFAP	0.818984274335209	
HTR2C	GNRH2	0.8407682499807351	
CYP2D6	CYP2D6*1, CYP2D6*38, CYP2D6*4, CYP2D6*5, CYP2D6*9	0.99	
ADRB2	TF	0.863443159858049	
CHRM1	CCK	0.833320481754769	
CHRM4	TAS2R42	0.8354005520686607	
UGT1A8	rs2070959	0.99	
CHRM2	GNG2	0.8526462282435747	
CHRM2	TAS2R43	0.8354005520686607	
HTR1B	PENK	0.8407682499807351	
CHRM4	PPY	0.833320481754769	
UGT1A9	rs3832043	0.9135172474836407	
MLNR	GPRC6A	0.8252219011119977	
SSTR1	TAS2R42	0.8354005520686607	
CALM3	NEFL	0.8319100629186602	
HTR2A	GNRH2	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	OR8D2	0.8638247395845513	
DRD4	BDKRB1	0.8354005520686607	
AVPR1A	TAC1	0.833320481754769	
P2RY12	HCAR1	0.8354005520686607	
P2RY12	CCL16	0.8407682499807351	
Ampicillin	SLC22A5	1	
AVPR1B	NMU	0.8407682499807351	
Carvedilol	NDUFC2	1	
HTR5A	SSTR5	0.8354005520686607	
Quetiapine	HTR1D	1	
HTR6	GPR84	0.8252219011119977	
Repaglinide	PPARG	1	
SSTR2	PDYN	0.8407682499807351	
HTR5A	C3AR1	0.8354005520686607	
AVPR2	REPS2	0.863443159858049	
HTR5A	TAS2R8	0.8354005520686607	
DRD4	MTNR1A	0.8252219011119977	
ADRA1B	MLNR	0.8354005520686607	
CHRM1	HCRTR2	0.8252219011119977	
CYP2D6	CYP2D6*1, CYP2D6*1xN, CYP2D6*3, CYP2D6*4, CYP2D6*41, CYP2D6*5, CYP2D6*6	0.99	
DRD2	C3	0.8407682499807351	
HRH1	HCRT	0.833320481754769	
ADRA1D	ADRA1D	0.849809014912932	
HRH2	INSL3	0.8407682499807351	
ADRA1A	OXTR	0.8252219011119977	
SSTR5	P2RY14	0.8354005520686607	
HTR2C	NMUR1	0.8354005520686607	
HTR1D	GNAI2	0.8526462282435747	
ADRA1D	CASR	0.8354005520686607	
MLNR	TAC3	0.833320481754769	
ADORA1	CNR1	0.8354005520686607	
HTR1D	CXCR2	0.8354005520686607	
NDUFC2	NDUFAF1	0.8484307441293273	
Hyaluronidase	TGFB1	1	
EGFR	SPTBN4	0.8435102388865442	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CST3	0.818984274335209	
SSTR2	CCL27	0.8407682499807351	
HTR2B	UTS2B	0.8407682499807351	
EGFR	ARRB1	0.863443159858049	
ADRB2	PACSIN2	0.863443159858049	
HTR1B	NPBWR2	0.8354005520686607	
ADRA2A	rs1800544	0.8375215262118652	
PTK6	NRG2	0.8633557898536034	
TNF	rs1799724	0.99	
NDUFC2	NDUFAF4	0.8484307441293273	
CYP3A4	rs56324128	0.9509900498999999	
CHRM4	LPAR3	0.8252219011119977	
HTR1A	AGTR2	0.8354005520686607	
TGFB1	UCHL5	0.8294526363440686	
HTR2A	rs6313	0.99	
EGFR	rs712829	0.99	
HRH2	ADM	0.8407682499807351	
VEGFA	PIK3R2	0.8468891025876341	
ADRA2C	ADRA2A	0.8459813396079446	
AVPR1B	XCL1	0.833320481754769	
HTR1A	TAS2R5	0.8354005520686607	
ADRA1A	TACR3	0.8252219011119977	
ADRA1D	ADRA1B	0.849809014912932	
AGTR1	PROK2	0.8407682499807351	
ADRA1D	XCL2	0.833320481754769	
AVPR1A	XCR1	0.8252219011119977	
HTR1D	CXCR3	0.8354005520686607	
CHRM2	ARRB2	0.8645785616292008	
HTR1A	NPY2R	0.8252219011119977	
HTR1B	PTGDR2	0.8252219011119977	
HTR5A	AGT	0.8407682499807351	
DRD4	S1PR2	0.8252219011119977	
HTR1D	GRM2	0.8252219011119977	
HTR1B	CCR2	0.8354005520686607	
AVPR1B	CCK	0.833320481754769	
HTR6	ADORA2B	0.8354005520686607	
CYP3A4	rs4987161	0.99	
DRD3	GNAI1	0.8526462282435747	
AVPR2	VAMP8	0.863443159858049	
HTR6	ADCYAP1R1	0.8354005520686607	
PTGIR	FSHR	0.8354005520686607	
Capsaicin	TRPV1	1	
HTR5A	CCR2	0.8354005520686607	
HTR7	ADM2	0.8407682499807351	
AVPR1A	GNG2	0.8526462282435747	
NPHS1	rs3814995	0.8551864921887058	
HRH1	MLN	0.8407682499807351	
SSTR1	PPBP	0.8407682499807351	
SSTR2	TAS2R3	0.8354005520686607	
EGFR	SPTA1	0.8435102388865442	
ADRA1B	CCKAR	0.8252219011119977	
PPARG	MED15	0.7989062580087279	
AVPR1A	NPS	0.8407682499807351	
ADRB2	GPHB5	0.8407682499807351	
ADORA1	HTR1D	0.8354005520686607	
HTR2A	NMBR	0.8354005520686607	
HTR2A	KNG1	0.8407682499807351	
ADRB2	CLTB	0.866142943288039	
AGTR1	OXT	0.833320481754769	
DRD2	NPY2R	0.8252219011119977	
AGTR1	LTB4R2	0.8252219011119977	
ADRA1A	GRPR	0.8354005520686607	
AGTR1	NMUR2	0.8470141168187869	
VEGFA	AXL	0.850491991613676	
SLC6A3	rs3836790	0.99	
DRD2	GABBR2	0.8252219011119977	
CHRM2	OXER1	0.8252219011119977	
ADRA1A	GNA12	0.8526462282435747	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PLAG1	0.8638247395845513	
SSTR5	CCR4	0.8354005520686607	
DRD3	CCR1	0.8354005520686607	
CHRM2	CNR1	0.8354005520686607	
P2RY12	PDYN	0.8407682499807351	
HTR7	GCG	0.849809014912932	
DRD4	TAS2R31	0.8354005520686607	
HTR1A	SSTR5	0.8354005520686607	
CHRM3	LPAR3	0.8252219011119977	
AVPR2	IGF2R	0.863443159858049	
HTR1D	OXER1	0.8252219011119977	
AVPR1B	OPN4	0.8354005520686607	
PDE4B	ADCY5	0.8281207788973212	
ADRA1B	TACR3	0.8252219011119977	
HTR1E	TAS2R14	0.8354005520686607	
P2RY12	S1PR4	0.8252219011119977	
P2RY12	PMCH	0.8407682499807351	
VEGFA	rs9369421	0.99	
CHRM2	CLTB	0.866142943288039	
PTGIR	PTH1R	0.8354005520686607	
Cabergoline	HTR7	1	
CHRM4	CCR7	0.8354005520686607	
HTR1B	GNAI2	0.8526462282435747	
CHRM2	FPR2	0.8354005520686607	
AVPR2	LDLRAP1	0.863443159858049	
DRD4	CCR5	0.8354005520686607	
AVPR1B	LTB4R2	0.8252219011119977	
SSTR2	TAS2R30	0.8354005520686607	
DRD4	CXCR2	0.8354005520686607	
SSTR5	APLN	0.8407682499807351	
HTR1E	PYY	0.833320481754769	
NDUFC2	NDUFV3	0.8370620429147057	
CHRM2	TAS2R20	0.8354005520686607	
CHRM1	LTB4R2	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	GRAP2	0.8638247395845513	
HTR5A	CXCL9	0.8407682499807351	
Irbesartan	CYP2C8	1	
APOB	rs1367117	0.8542055322677212	
MLNR	LPAR2	0.8252219011119977	
HTR7	GPHB5	0.8407682499807351	
HTR1B	TAS2R38	0.8354005520686607	
SSTR5	GRM4	0.8252219011119977	
HRH1	CHRM1	0.8354005520686607	
KCNH2	rs1137617	0.99	
HTR1D	APP	0.8407682499807351	
VEGFA	rs13207351	0.99	
HTR1E	SSTR5	0.8354005520686607	
CYP2C9	rs9332131	0.99	
HTR2C	NMBR	0.8354005520686607	
HRH1	CCL23	0.833320481754769	
AVPR1A	P2RY11	0.8252219011119977	
ADORA1	TAS2R4	0.8354005520686607	
HRH4	CXCL2	0.8407682499807351	
Olmesartan	AGTR1	1	
AVPR1B	P2RY6	0.8354005520686607	
DRD3	SSTR5	0.8354005520686607	
ADRA1D	ADRA1A	0.849809014912932	
CYP1A2	MGST1	0.792109822701367	
HTR1E	TAS2R43	0.8354005520686607	
MLNR	LPAR5	0.8252219011119977	
CHRM4	TAS2R3	0.8354005520686607	
ABCG2	rs2231137	0.99	
ADRA1D	CHRM5	0.8354005520686607	
PTGIR	GPR15	0.8252219011119977	
Cabergoline	HTR1A	1	
ADORA1	CCL27	0.8407682499807351	
DRD4	CCR8	0.8354005520686607	
rs2740574	CYP3A	0.9414801494009999	
CHRM4	GALR2	0.8252219011119977	
HTR1E	NMUR1	0.8354005520686607	
DRD2	HTR1F	0.8354005520686607	
PTGIR	RAMP3	0.8421959353175904	
HTR1A	CXCL5	0.8407682499807351	
UGT1A8	rs2070959	0.8953382542587163	
HTR1B	ACKR3	0.8354005520686607	
DRD3	HRH3	0.8354005520686607	
AVPR2	SH3GL2	0.865611713402943	
PTGIR	CALCRL	0.8421959353175904	
AVPR2	GCGR	0.8354005520686607	
CHRM2	OXGR1	0.8354005520686607	
MLNR	UTS2	0.8407682499807351	
AVPR2	PTH2	0.8407682499807351	
ADRB2	LDLR	0.863443159858049	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SPATA31A7	0.818984274335209	
SSTR5	GALR3	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CAMTA1	0.8638247395845513	
HTR1A	GNAT3	0.8526462282435747	
AGTR1	GNA15	0.8595571341704282	
ADORA1	S1PR3	0.8252219011119977	
SSTR2	APLN	0.8407682499807351	
HTR5A	TAS2R1	0.8354005520686607	
EGFR	JAK1	0.8435102388865442	
HTR2B	UTS2R	0.8354005520686607	
HTR1E	CXCL10	0.8407682499807351	
ADORA1	C3AR1	0.8354005520686607	
CHRM1	LTB4R	0.8252219011119977	
Pergolide	ADRA1D	1	
DRD2	HTR5A	0.8354005520686607	
HTR1D	NMS	0.8407682499807351	
Bromocriptine	CYP1A2	1	
DRD2	SSTR4	0.8354005520686607	
EGFR	HSP90AA1	0.8697543949905541	
Levodopa	DRD1	1	
UGT1A	rs10929303	0.8775210229989678	
CHRM5	NMBR	0.8354005520686607	
PPARG	rs1801282	0.99	
TGFB1	PPP1R15A	0.8447236169788426	
HTR5A	CXCL3	0.8407682499807351	
HRH4	MTNR1A	0.8252219011119977	
Pindolol	ADRB1	1	
SSTR2	PMCH	0.8407682499807351	
ADRB2	STAM2	0.863443159858049	
HTR2C	LPAR3	0.8252219011119977	
HTR1E	GALR2	0.8252219011119977	
HTR1A	rs1364043	0.99	
DRD2	SSTR3	0.8354005520686607	
HTR1A	MCHR2	0.8354005520686607	
ADRA1B	XCR1	0.8252219011119977	
SSTR2	CCR6	0.8354005520686607	
ADRA1B	GNRH1	0.8407682499807351	
Paliperidone	HTR2A	1	
HTR1A	LPAR2	0.8252219011119977	
SSTR1	ADRA2B	0.8252219011119977	
ABCG2	rs2231135	0.99	
ADRB1	NPS	0.8407682499807351	
ADRA2B	GNAZ	0.8567933402497072	
PTGIR	NPSR1	0.8354005520686607	
HTR2B	FFAR3	0.8354005520686607	
MLNR	GNRHR2	0.8354005520686607	
HRH4	GNAI1	0.8526462282435747	
HTR7	VIPR2	0.8252219011119977	
HTR1B	TAS2R13	0.8354005520686607	
HTR1E	TAS2R39	0.8354005520686607	
MLNR	PTGFR	0.8252219011119977	
UGT1A8	rs2070959	0.9320653479069899	
HTR1D	GNAT3	0.8526462282435747	
HTR1E	TAS2R8	0.8354005520686607	
CHRM3	OPN4	0.8354005520686607	
P2RY12	APLNR	0.8354005520686607	
HTR1B	CXCR4	0.8354005520686607	
Telmisartan	PPARG	1	
DRD1	RXFP1	0.8354005520686607	
SSTR5	CXCR3	0.8354005520686607	
CYP2B6	rs3211371	0.99	
HTR2C	rs518147	0.99	
HTR1B	CXCL16	0.8407682499807351	
AVPR1B	HTR2B	0.8354005520686607	
HTR2B	NMUR2	0.8421959353175904	
CHRM2	S1PR4	0.8252219011119977	
AVPR1A	NMB	0.8407682499807351	
ABCG2	rs1061018	0.99	
NDUFC2	NDUFS6	0.8370620429147057	
SSTR1	MT-RNR2	0.8459813396079446	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KIAA0232	0.8638247395845513	
SSTR2	CXCR6	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CLCA2	0.818984274335209	
TGFB1	SMURF1	0.856992292869967	
DRD3	HEBP1	0.8407682499807351	
HTR2C	P2RY10	0.8354005520686607	
HTR5A	OPRK1	0.8354005520686607	
EGFR	CD3D	0.8628338709774962	
CHRM4	NPY	0.833320481754769	
HTR6	PTGER2	0.8252219011119977	
HTR6	GPR25	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SPATA31A7	0.8638247395845513	
AGTR1	AGT	0.8506801547405347	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SACS	0.8638247395845513	
CYP2B6	rs35303484	0.99	
Quetiapine	HTR1B	1	
AVPR1A	AGT	0.8407682499807351	
SSTR2	TAS2R50	0.8354005520686607	
HTR1E	GABBR1	0.8252219011119977	
P2RY12	GPER1	0.8354005520686607	
HRH4	CCL27	0.8407682499807351	
CALM3	NFATC1	0.8461146281558698	
CYP3A4	rs4646440	0.99	
CHRM3	F2R	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PEG3	0.818984274335209	
SSTR5	CXCL1	0.8407682499807351	
HRH4	S1PR2	0.8252219011119977	
Capsaicin	DBH	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SERPING1	0.8638247395845513	
EGFR	CHRM2	0.863443159858049	
DRD3	ADORA1	0.8354005520686607	
ADORA1	CCL5	0.8407682499807351	
ADRA2B	GNAI3	0.8497082254156562	
HRH4	NPW	0.8407682499807351	
HTR1B	CCL19	0.8407682499807351	
AGTR1	PTAFR	0.8252219011119977	
NDUFC2	NDUFAF2	0.8381680014777021	
rs2298383	ADORA2A-AS1	0.9801	
ADORA1	ADRA2A	0.8252219011119977	
ADRB2	PIK3C2A	0.8441288359160942	
DRD5	PTH1R	0.8354005520686607	
DRD3	P2RY4	0.8354005520686607	
CHRM4	HCAR1	0.8354005520686607	
ABCC2	rs17222723	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SLC9A8	0.8638247395845513	
HTR1D	PDYN	0.8407682499807351	
CHRM5	MLN	0.8407682499807351	
P2RY12	APLN	0.8407682499807351	
DRD5	TAAR1	0.8354005520686607	
ADORA2A	FSHR	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	THRAP3	0.818984274335209	
HTR1A	PTGER3	0.8252219011119977	
ABCB1	rs17160359	0.99	
HTR1D	P2RY12	0.8354005520686607	
SSTR1	NPY	0.833320481754769	
SSTR5	OXER1	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CROT	0.818984274335209	
AR	AR	0.8534010044745616	
CALM3	CAMK2D	0.842023951637581	
HRH4	TAS2R16	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	RYR2	0.8638247395845513	
HTR5A	CXCL10	0.8407682499807351	
HIF1A	UBC	0.8375121078883685	
HTR1B	DRD3	0.8354005520686607	
ADRA1A	P2RY11	0.8252219011119977	
HTR1A	NPY4R	0.8252219011119977	
HTR7	GCGR	0.8354005520686607	
HIF1A	EGLN2	0.8252219011119977	
SSTR5	GNAI3	0.8526462282435747	
AVPR2	SYT1	0.863443159858049	
SSTR1	GPR55	0.8354005520686607	
HTR2C	rs3813928	0.99	
AVPR1B	PTAFR	0.8252219011119977	
CHRM2	S1PR2	0.8252219011119977	
CHRM5	CCKBR	0.8354005520686607	
ADRA1D	GNRHR	0.8354005520686607	
CYP2B6	rs3786547	0.99	
PTGIR	GHRH	0.8407682499807351	
HTR1A	S1PR1	0.8252219011119977	
CHRM1	UTS2R	0.8354005520686607	
HRH1	PTGER1	0.8252219011119977	
Paliperidone	HTR2C	1	
PTGIR	RLN3	0.8407682499807351	
AVPR2	GHRH	0.8407682499807351	
HTR2C	TACR3	0.8252219011119977	
AVPR2	RPS27A	0.863443159858049	
P2RY12	NPBWR2	0.8354005520686607	
HTR6	TAAR1	0.8354005520686607	
ADORA1	PTGDR2	0.8252219011119977	
HTR2C	NMU	0.8407682499807351	
HRH4	NPBWR2	0.8354005520686607	
SSTR5	PPBP	0.8407682499807351	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*1xN, CYP2D6*2, CYP2D6*2xN, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6	0.99	
AVPR1B	APP	0.833320481754769	
Carvedilol	ADRB1	1	
HTR5A	PMCH	0.8407682499807351	
Meclofenamic Acid	PTGS1	1	
Carvedilol	ADRA2C	1	
Cabergoline	DRD1	1	
DRD1	PTGIR	0.8354005520686607	
HTR1D	TAS2R31	0.8354005520686607	
ADORA1	TAS2R43	0.8354005520686607	
Octreotide	SSTR1	1	
VEGFA	CDC42	0.8483182916706136	
ADRA1D	CCK	0.833320481754769	
HRH4	SSTR2	0.8354005520686607	
DRD5	GPR176	0.8252219011119977	
ADRA1D	NMB	0.8407682499807351	
HRH1	GNRH1	0.8407682499807351	
HTR1B	PPY	0.833320481754769	
AVPR1B	NPFFR1	0.8252219011119977	
AVPR2	STON2	0.863443159858049	
ADRA1D	GNA12	0.8526462282435747	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	FAM71E2	0.818984274335209	
CHRM2	CXCR4	0.8354005520686607	
APOC1	rs7412	0.8214887322023668	
HTR1D	SAA1	0.8407682499807351	
HTR1B	TAS2R30	0.8354005520686607	
EGFR	GRIN2D	0.8435102388865442	
HTR7	RAMP3	0.8421959353175904	
DRD1	MC2R	0.8252219011119977	
CHRM4	TAS2R19	0.8354005520686607	
CHRM2	INSL5	0.8407682499807351	
CHRM1	AVPR1A	0.8354005520686607	
SSTR2	TAS2R43	0.8354005520686607	
CYP2C9	rs10509680	0.99	
P2RY12	S1PR1	0.8252219011119977	
ADRB2	rs1042714	0.99	
HTR5A	TAS2R50	0.8354005520686607	
DRD3	TAS2R30	0.8354005520686607	
CHRM4	ACKR3	0.8354005520686607	
CHRM2	FNBP1	0.863443159858049	
PTK6	EREG	0.8633557898536034	
CYP2C19	CYP2C19*1, CYP2C19*2, CYP2C19*3, CYP2C19*5, CYP2C19*6, CYP2C19*7, CYP2C19*8	0.99	
HRH1	EDNRA	0.8252219011119977	
DRD1	GPR32	0.8252219011119977	
HTR2A	FFAR3	0.8354005520686607	
P2RY12	OPRK1	0.8354005520686607	
AVPR1A	NMS	0.8407682499807351	
ADRB2	RXFP1	0.8354005520686607	
UGT1A7	rs6759892	0.8775210229989678	
Treprostinil	P2RY12	1	
CYP2D6	CYP2D6*1, CYP2D6*3, CYP2D6*36, CYP2D6*4, CYP2D6*40, CYP2D6*42, CYP2D6*4xN, CYP2D6*56	0.99	
TGFB1	TGFB1	0.8680572621055054	
ADRA1B	KISS1R	0.8252219011119977	
DRD2	RXFP3	0.8354005520686607	
HTR5A	TAS2R5	0.8354005520686607	
HTR5A	TAS2R19	0.8354005520686607	
ADRA1A	NPFFR1	0.8252219011119977	
CHRM4	CXCR6	0.8354005520686607	
CHRM5	P2RY10	0.8354005520686607	
DRD1	CALCRL	0.8421959353175904	
DRD3	LPAR2	0.8252219011119977	
rs8330	UGT1A	0.92274469442792	
P2RY12	SSTR4	0.8354005520686607	
P2RY12	ADORA3	0.8354005520686607	
HTR1E	CCR1	0.8354005520686607	
HTR2A	KISS1R	0.8252219011119977	
CYP2E1	CYP2E1*1A, CYP2E1*5B	0.99	
AVPR1A	NPFFR1	0.8252219011119977	
DRD2	CXCR4	0.8354005520686607	
DRD2	HRH4	0.8354005520686607	
ADRA1A	P2RY10	0.8354005520686607	
MLNR	FFAR2	0.8354005520686607	
AVPR1B	LPAR3	0.8252219011119977	
ADRA1A	LPAR4	0.8354005520686607	
DRD2	APP	0.8407682499807351	
P2RY12	DRD4	0.8354005520686607	
BCHE	rs28933390	0.99	
ADRB2	ADM2	0.8407682499807351	
DRD3	LPAR5	0.8252219011119977	
ADRA1B	PTGFR	0.8252219011119977	
ADRA1D	PROKR1	0.8354005520686607	
DRD2	FPR3	0.8354005520686607	
ADORA1	APP	0.8407682499807351	
DRD3	CXCR6	0.8354005520686607	
DRD2	TAS2R40	0.8354005520686607	
HTR2C	CCL23	0.833320481754769	
CHRM3	NPFFR2	0.8252219011119977	
ADORA1	HRH4	0.8354005520686607	
DRD3	CNR2	0.8354005520686607	
CHRM2	HTR1F	0.8354005520686607	
UGT1A9	rs8330	0.9135172474836407	
P2RY12	CCL19	0.8407682499807351	
DRD2	GPR18	0.8354005520686607	
AVPR1A	CHRM3	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CFB	0.8638247395845513	
HTR1D	GABBR1	0.8252219011119977	
ADRA1D	CHRM1	0.8354005520686607	
DRD3	CXCL2	0.8407682499807351	
CHRM1	TRH	0.8407682499807351	
MLNR	OXT	0.833320481754769	
PDE4A	ADCY9	0.8281207788973212	
CHRM2	SST	0.8407682499807351	
DRD1	FSHR	0.8354005520686607	
EGFR	TF	0.8628338709774962	
CHRM5	NTSR2	0.8252219011119977	
HTR2C	rs3813929	0.99	
ADRA1B	NMBR	0.8354005520686607	
SSTR5	C5AR1	0.8354005520686607	
HTR1E	OXER1	0.8252219011119977	
AVPR1B	LPAR2	0.8252219011119977	
ADRA1A	GNAQ	0.8595571341704282	
HTR1B	GRM2	0.8252219011119977	
P2RY12	NMS	0.8407682499807351	
HTR1B	BDKRB1	0.8354005520686607	
SSTR5	OPRL1	0.8354005520686607	
ADORA2A	PTGIR	0.8354005520686607	
HTR1E	GPR55	0.8354005520686607	
HTR2B	F2R	0.8252219011119977	
SSTR5	HRH4	0.8354005520686607	
CYP3A4	rs28371759	0.9509900498999999	
SSTR1	CXCR6	0.8354005520686607	
HTR5A	MCHR2	0.8354005520686607	
HTR1A	CCL16	0.8407682499807351	
CHRM2	LPAR1	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	DICER1	0.8638247395845513	
Bromocriptine	HTR7	1	
CHRM3	NMS	0.8407682499807351	
