CNR1	alcohol use disorder	
CYP2E1	alcohol use disorder	
TAS2R13	alcohol use disorder	
NPSR1	alcohol use disorder	
DRD2	alcohol use disorder	
CRHR1	alcohol use disorder	
SLC6A4	alcohol use disorder	
PIK3R1	alcohol use disorder	
CRH	alcohol use disorder	
TACR1	alcohol use disorder	
AVP	alcohol use disorder	
ANKK1	alcohol use disorder	
OPRM1	alcohol use disorder	
CALM3	CALM3	0.867183230092957	
CHRM5	CYSLTR2	0.8252219011119977	
HTR2B	GNA11	0.8595571341704282	
CHRM5	PTAFR	0.8252219011119977	
ADRB2	PTH2	0.8407682499807351	
CHRM1	GAST	0.8407682499807351	
OPRD1	GPER1	0.8354005520686607	
DRD3	CXCL5	0.8407682499807351	
DRD3	NPBWR1	0.8354005520686607	
CYP2D6	CYP2D6*1, CYP2D6*2xN, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6	0.99	
CHRM2	LDLRAP1	0.863443159858049	
CHRM1	EDN3	0.833320481754769	
HTR1E	CCL20	0.8407682499807351	
OPRK1	NPY	0.833320481754769	
CYP3A5	rs17161788	0.99	
HTR2A	NTSR1	0.8252219011119977	
ADRA1D	OXT	0.833320481754769	
CHRM4	TAS2R10	0.8354005520686607	
ADRA1A	ADRA1D	0.849809014912932	
Pramipexole	HTR1D	1	
HTR2A	PTGFR	0.8252219011119977	
HRH4	S1PR4	0.8252219011119977	
HTR2B	MLNR	0.8354005520686607	
VEGFA	CRK	0.8433517079273392	
CHRM3	TRH	0.8407682499807351	
ADRA1A	CCKBR	0.8354005520686607	
ADRB3	RAMP3	0.8421959353175904	
DRD5	GPHA2	0.8407682499807351	
HTR5A	GPR55	0.8354005520686607	
HTR6	GLP2R	0.8354005520686607	
CHRM4	P2RY13	0.8354005520686607	
HRH4	GNAI2	0.8526462282435747	
DRD4	SSTR3	0.8354005520686607	
DRD2	CXCL10	0.8407682499807351	
ADRB3	RAMP2	0.8421959353175904	
HTR1A	ADRA2A	0.8252219011119977	
DRD4	HTR1D	0.8354005520686607	
HTR2C	P2RY1	0.8354005520686607	
OPRK1	P2RY14	0.8354005520686607	
ADRA1A	HRH1	0.8354005520686607	
HTR1B	CCR4	0.8354005520686607	
CHRM5	HCRT	0.833320481754769	
OPRK1	TAS2R46	0.8354005520686607	
HTR1B	BDKRB2	0.8354005520686607	
Olanzapine	CYP2C19	1	
CHRM5	NPS	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CACNA1I	0.818984274335209	
CHRM3	KISS1R	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SLC25A13	0.818984274335209	
HTR1B	AGTR2	0.8354005520686607	
HTR2A	PROKR1	0.8354005520686607	
HTR1B	ADRA2B	0.8252219011119977	
DRD1	CALCR	0.8421959353175904	
ADRB1	MC5R	0.8252219011119977	
DRD2	MT-RNR2	0.8459813396079446	
HTR5A	MTNR1B	0.8252219011119977	
DRD4	CCL28	0.8407682499807351	
ADRB2	WNT5A	0.863443159858049	
HTR1A	CXCL10	0.8407682499807351	
HTR1B	GRM6	0.8252219011119977	
Imipramine	HRH1	1	
OPRK1	CORT	0.8407682499807351	
HTR1D	CCL20	0.8407682499807351	
HTR5A	NPW	0.8407682499807351	
DRD3	GABBR2	0.8252219011119977	
ADRA1B	LTB4R	0.8252219011119977	
ADRA2A	PMCH	0.833320481754769	
Carvedilol	KCNH2	1	
HRH2	GIPR	0.8354005520686607	
OPRK1	S1PR4	0.8252219011119977	
HTR1F	TAS2R46	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	RLF	0.8638247395845513	
HTR1A	LPAR1	0.8252219011119977	
HTR1F	POMC	0.8407682499807351	
DRD3	FPR2	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	AP4E1	0.8638247395845513	
HTR5A	SUCNR1	0.8354005520686607	
DRD4	HTR1B	0.8354005520686607	
HTR2C	ADRA1A	0.8354005520686607	
ADRA2A	GNG2	0.8626329038096527	
HTR2B	FFAR2	0.8354005520686607	
GRIN1	DLG4	0.851577718501957	
ADRB2	NECAP1	0.8664623807565615	
DRD5	HRH2	0.8354005520686607	
DRD5	NPS	0.8407682499807351	
HTR1E	GRM2	0.8252219011119977	
DRD4	TAS2R1	0.8354005520686607	
CHRM2	TGOLN2	0.863443159858049	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PHC3	0.8638247395845513	
HTR5A	C5AR1	0.8354005520686607	
OPRD1	LPAR1	0.8252219011119977	
DRD1	GNG2	0.8526462282435747	
ADRB2	IAPP	0.8407682499807351	
HRH1	AGT	0.8407682499807351	
DRD3	CCR7	0.8354005520686607	
HTR6	NPS	0.8407682499807351	
CYP3A4	rs2242480	0.99	
CHRM4	TAS2R5	0.8354005520686607	
HTR2A	BDKRB2	0.8354005520686607	
HRH1	LPAR1	0.8252219011119977	
HTR1F	AGT	0.8407682499807351	
ADRB2	RAB5A	0.8129393082389929	
DRD4	TAS2R7	0.8354005520686607	
DRD1	GPR20	0.8252219011119977	
CHRM3	GNB1	0.8526462282435747	
Amitriptyline	OPRM1	1	
Paroxetine	CYP2C8	1	
DRD2	ADRA2C	0.8252219011119977	
ADRA1D	GNA11	0.8595571341704282	
HTR1B	MCHR2	0.8354005520686607	
DRD2	rs1799732	0.99	
HTR1E	TAS2R31	0.8354005520686607	
CHRM2	ADORA1	0.8354005520686607	
HRH4	CCL20	0.8407682499807351	
HTR1D	TAS2R42	0.8354005520686607	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*2, CYP2D6*3, CYP2D6*4, CYP2D6*41, CYP2D6*5, CYP2D6*6	0.99	
DRD4	CXCR1	0.8354005520686607	
Paroxetine	CHRM5	1	
CHRM4	GPR17	0.8252219011119977	
CYP2C9	CYP2C9*1, CYP2C9*13, CYP2C9*2, CYP2C9*3	0.99	
DRD5	GPHB5	0.8407682499807351	
OPRD1	TAS2R1	0.8354005520686607	
CHRM2	CCR10	0.8354005520686607	
CHRM3	LPAR5	0.8252219011119977	
OPRM1	APLN	0.8407682499807351	
DRD4	HTR5A	0.8354005520686607	
CYP3A4	rs4646437	0.9509900498999999	
HRH1	UTS2R	0.8354005520686607	
CHRM5	GRM1	0.8354005520686607	
HTR1F	C3	0.8407682499807351	
DRD5	GPR32	0.8252219011119977	
CHRM4	TAS2R45	0.8354005520686607	
CHRM5	CASR	0.8354005520686607	
OPRM1	ACKR3	0.8354005520686607	
HTR1D	TAS2R43	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CRB1	0.8638247395845513	
HTR1B	CCL23	0.8407682499807351	
CHRM4	CCR9	0.8354005520686607	
GRIN2B	EFNB1	0.8526462282435747	
ADRB2	UBC	0.863443159858049	
ADRA1B	GCG	0.8407682499807351	
DRD4	OXGR1	0.8354005520686607	
OPRD1	GRM6	0.8252219011119977	
CHRM1	ADRA1D	0.8354005520686607	
DRD2	BDKRB2	0.8354005520686607	
HTR5A	RXFP4	0.8354005520686607	
HTR5A	DRD3	0.8354005520686607	
HTR2A	NMUR2	0.8421959353175904	
DRD5	GPR83	0.8252219011119977	
ADRA1D	NPFFR2	0.8252219011119977	
CYP3A4	rs4646440	0.8775210229989678	
HTR2C	XCL1	0.833320481754769	
HTR1A	GALR2	0.8252219011119977	
HTR1D	NPB	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	GABBR1	0.8638247395845513	
OPRD1	CCL28	0.8407682499807351	
HRH4	APP	0.8407682499807351	
CALM3	MYLK	0.8319100629186602	
DRD5	TSHR	0.8354005520686607	
HTR7	GNAS	0.8549476386052599	
HTR1F	PF4	0.8407682499807351	
HTR1E	KNG1	0.8407682499807351	
DRD3	CXCL11	0.8407682499807351	
CHRM2	SLC2A8	0.863443159858049	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PF4V1	0.8638247395845513	
Olanzapine	HTR2B	1	
GLP2R	RAMP1	0.8421959353175904	
CHRM1	NPFFR1	0.8252219011119977	
ADRB2	TSHB	0.8407682499807351	
HTR1E	CCL19	0.8407682499807351	
HRH4	GPR17	0.8252219011119977	
CHRM4	HTR1A	0.8354005520686607	
CHRM2	NMUR1	0.8354005520686607	
HTR1B	GALR2	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CTSL	0.818984274335209	
Levodopa	SLC7A8	1	
HRH1	F2RL1	0.8252219011119977	
CHRM1	LPAR6	0.8354005520686607	
OPRM1	GNAT2	0.8561119909626079	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	APOE	0.818984274335209	
HTR1F	KNG1	0.8407682499807351	
ADRA1D	NTSR1	0.8252219011119977	
HRH4	HTR1D	0.8354005520686607	
OPRM1	P2RY4	0.8354005520686607	
OPRD1	CCL25	0.8407682499807351	
GRIN2B	GRIN2C	0.8354005520686607	
OPRM1	CCR7	0.8354005520686607	
Imipramine	ADRA1A	1	
Paliperidone	ADRA1A	1	
OPRD1	DRD3	0.8354005520686607	
CYP2B6	rs58425034	0.99	
HTR2B	GHRL	0.8407682499807351	
HTR1B	SSTR4	0.8354005520686607	
CHRM4	LPAR5	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SCN5A	0.8638247395845513	
CHRM3	NMUR2	0.8421959353175904	
GRIN2B	EPHB1	0.8526462282435747	
CYP2A6	CYP2A6*10, CYP2A6*11, CYP2A6*18A, CYP2A6*19, CYP2A6*1A, CYP2A6*4A, CYP2A6*4C, CYP2A6*7, CYP2A6*9A	0.99	
DRD2	GALR2	0.8252219011119977	
CHRM1	NPSR1	0.8354005520686607	
ADRB3	ADCYAP1R1	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CLCA2	0.8638247395845513	
CHRM5	F2RL2	0.8252219011119977	
HTR1A	CCR10	0.8354005520686607	
ADRA1A	GNRHR2	0.8354005520686607	
ADRB2	GIPR	0.8354005520686607	
HRH4	PYY	0.833320481754769	
HTR1A	GNG2	0.8526462282435747	
CHRM2	CXCL2	0.8407682499807351	
HTR2A	PROK2	0.8407682499807351	
CHRM2	MCHR1	0.8354005520686607	
DRD3	CXCR4	0.8354005520686607	
CHRM4	GPR55	0.8354005520686607	
HTR1F	CXCL10	0.8407682499807351	
HTR1F	CXCR2	0.8354005520686607	
DRD5	GCG	0.849809014912932	
CYP2B6	CYP2B6*27, CYP2B6*28	0.99	
HTR1E	GNAI3	0.8526462282435747	
CHRM4	PNOC	0.8407682499807351	
CYP2C19	CYP2C19*1, CYP2C19*2	0.99	
ADRB1	CRHR1	0.8354005520686607	
DRD4	PENK	0.8407682499807351	
HIF1A	EGLN3	0.857962761909534	
HTR7	RLN3	0.8407682499807351	
ADRA1B	PROK1	0.8407682499807351	
CHRM2	CXCL9	0.8407682499807351	
CHRM1	NMB	0.8407682499807351	
NDUFC2	MT-ND2	0.8478585989808651	
DRD4	TAS2R41	0.8354005520686607	
ADRA1A	GHRL	0.8407682499807351	
ADRB2	TSHR	0.8354005520686607	
HRH1	CHRM3	0.8354005520686607	
GRIN1	GRIN2A	0.8480904465605648	
CHRM2	EPS15L1	0.863443159858049	
ABCB1	rs4728709	0.99	
ADRB2	GPR27	0.8252219011119977	
HTR1B	INSL5	0.8407682499807351	
ADRA1D	FFAR2	0.8354005520686607	
ADRA2C	APP	0.833320481754769	
HTR1E	HEBP1	0.8407682499807351	
Levodopa	DDC	1	
CYP3A4	rs2740574	0.8775210229989678	
HTR1B	NMUR2	0.8421959353175904	
HTR2C	GNRH2	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	GFAP	0.818984274335209	
CYP2D6	CYP2D6*1, CYP2D6*38, CYP2D6*4, CYP2D6*5, CYP2D6*9	0.99	
ADRB2	TF	0.863443159858049	
CHRM1	CCK	0.833320481754769	
CHRM4	TAS2R42	0.8354005520686607	
CHRM2	GNG2	0.8526462282435747	
CHRM2	TAS2R43	0.8354005520686607	
HTR1B	PENK	0.8407682499807351	
CHRM4	PPY	0.833320481754769	
CALM3	NEFL	0.8319100629186602	
HTR2A	GNRH2	0.8407682499807351	
DRD4	BDKRB1	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	OR8D2	0.8638247395845513	
OPRK1	CXCR3	0.8354005520686607	
Carvedilol	NDUFC2	1	
HTR5A	SSTR5	0.8354005520686607	
HTR6	GPR84	0.8252219011119977	
HTR5A	C3AR1	0.8354005520686607	
HTR5A	TAS2R8	0.8354005520686607	
OPRK1	TAS2R60	0.8354005520686607	
DRD4	MTNR1A	0.8252219011119977	
OPRD1	TAS2R20	0.8354005520686607	
ADRA1B	MLNR	0.8354005520686607	
CHRM1	HCRTR2	0.8252219011119977	
CYP2D6	CYP2D6*1, CYP2D6*1xN, CYP2D6*3, CYP2D6*4, CYP2D6*41, CYP2D6*5, CYP2D6*6	0.99	
DRD2	C3	0.8407682499807351	
HRH1	HCRT	0.833320481754769	
ADRA1D	ADRA1D	0.849809014912932	
HRH2	INSL3	0.8407682499807351	
OPRM1	SSTR1	0.8354005520686607	
ADRA1A	OXTR	0.8252219011119977	
Olanzapine	ORM1	1	
HTR2C	NMUR1	0.8354005520686607	
HTR1D	GNAI2	0.8526462282435747	
ADRA1D	CASR	0.8354005520686607	
OPRM1	NMS	0.8407682499807351	
HTR1D	CXCR2	0.8354005520686607	
NDUFC2	NDUFAF1	0.8484307441293273	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CST3	0.818984274335209	
HTR2B	UTS2B	0.8407682499807351	
ADRB2	PACSIN2	0.863443159858049	
HTR1B	NPBWR2	0.8354005520686607	
ADRA2A	rs1800544	0.8375215262118652	
NDUFC2	NDUFAF4	0.8484307441293273	
CYP3A4	rs56324128	0.9509900498999999	
OPRK1	PDYN	0.8436671950788296	
CHRM4	LPAR3	0.8252219011119977	
OPRD1	PF4	0.8407682499807351	
HTR1A	AGTR2	0.8354005520686607	
OPRD1	CCR8	0.8354005520686607	
HTR2A	rs6313	0.99	
HRH2	ADM	0.8407682499807351	
OPRK1	LPAR2	0.8252219011119977	
VEGFA	PIK3R2	0.8468891025876341	
ADRA2C	ADRA2A	0.8459813396079446	
Amitriptyline	ADRA2A	1	
Paroxetine	ABCB1	1	
HTR1A	TAS2R5	0.8354005520686607	
ADRA1A	TACR3	0.8252219011119977	
ADRA1D	ADRA1B	0.849809014912932	
ADRA1D	XCL2	0.833320481754769	
OPRD1	LPAR3	0.8252219011119977	
HTR1D	CXCR3	0.8354005520686607	
CHRM2	ARRB2	0.8645785616292008	
HTR1A	NPY2R	0.8252219011119977	
GLP2R	HTR6	0.8354005520686607	
HTR1B	PTGDR2	0.8252219011119977	
HTR5A	AGT	0.8407682499807351	
DRD4	S1PR2	0.8252219011119977	
HTR1D	GRM2	0.8252219011119977	
HTR1B	CCR2	0.8354005520686607	
HTR1F	CCL23	0.8407682499807351	
HTR6	ADORA2B	0.8354005520686607	
CYP3A4	rs4987161	0.99	
DRD3	GNAI1	0.8526462282435747	
HTR6	ADCYAP1R1	0.8354005520686607	
HTR5A	CCR2	0.8354005520686607	
HTR7	ADM2	0.8407682499807351	
OPRK1	GABBR2	0.8252219011119977	
NPHS1	rs3814995	0.8551864921887058	
HRH1	MLN	0.8407682499807351	
OPRM1	SSTR5	0.8354005520686607	
ADRA1B	CCKAR	0.8252219011119977	
ADRB2	GPHB5	0.8407682499807351	
HTR2A	NMBR	0.8354005520686607	
HTR2A	KNG1	0.8407682499807351	
OPRK1	NMUR1	0.8354005520686607	
ADRB2	CLTB	0.866142943288039	
DRD2	NPY2R	0.8252219011119977	
ADRA1A	GRPR	0.8354005520686607	
VEGFA	AXL	0.850491991613676	
SLC6A3	rs3836790	0.99	
DRD2	GABBR2	0.8252219011119977	
Imipramine	SLC22A2	1	
CHRM2	OXER1	0.8252219011119977	
ADRA1A	GNA12	0.8526462282435747	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PLAG1	0.8638247395845513	
NTRK2	rs1387923	0.99	
DRD3	CCR1	0.8354005520686607	
CHRM2	CNR1	0.8354005520686607	
HTR7	GCG	0.849809014912932	
DRD4	TAS2R31	0.8354005520686607	
HTR1A	SSTR5	0.8354005520686607	
CHRM3	LPAR3	0.8252219011119977	
HTR1D	OXER1	0.8252219011119977	
OPRD1	CASR	0.8354005520686607	
ADRA1B	TACR3	0.8252219011119977	
HTR1E	TAS2R14	0.8354005520686607	
VEGFA	rs9369421	0.99	
CHRM2	CLTB	0.866142943288039	
Olanzapine	ADRA2C	1	
CHRM4	CCR7	0.8354005520686607	
HTR1B	GNAI2	0.8526462282435747	
CHRM2	FPR2	0.8354005520686607	
DRD4	CCR5	0.8354005520686607	
DRD4	CXCR2	0.8354005520686607	
HTR1F	TAS2R38	0.8354005520686607	
OPRK1	MTNR1B	0.8252219011119977	
HTR1E	PYY	0.833320481754769	
NDUFC2	NDUFV3	0.8370620429147057	
CHRM2	TAS2R20	0.8354005520686607	
CHRM1	LTB4R2	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	GRAP2	0.8638247395845513	
HTR1F	C5AR1	0.8354005520686607	
HTR5A	CXCL9	0.8407682499807351	
HTR7	GPHB5	0.8407682499807351	
HTR1B	TAS2R38	0.8354005520686607	
Olanzapine	CHRM5	1	
HRH1	CHRM1	0.8354005520686607	
KCNH2	rs1137617	0.99	
OPRD1	GNAI2	0.8526462282435747	
HTR1D	APP	0.8407682499807351	
VEGFA	rs13207351	0.99	
CYP2C9	rs9332131	0.99	
HTR1E	SSTR5	0.8354005520686607	
HTR2C	NMBR	0.8354005520686607	
HRH1	CCL23	0.833320481754769	
HRH4	CXCL2	0.8407682499807351	
DRD3	SSTR5	0.8354005520686607	
Imipramine	SLC6A4	1	
ADRA1D	ADRA1A	0.849809014912932	
CYP1A2	MGST1	0.792109822701367	
HTR1E	TAS2R43	0.8354005520686607	
CHRM4	TAS2R3	0.8354005520686607	
ADRA1D	CHRM5	0.8354005520686607	
DRD4	CCR8	0.8354005520686607	
rs2740574	CYP3A	0.9414801494009999	
CHRM4	GALR2	0.8252219011119977	
HTR1E	NMUR1	0.8354005520686607	
OPRK1	ADORA3	0.8354005520686607	
DRD2	HTR1F	0.8354005520686607	
OPRD1	P2RY4	0.8354005520686607	
GLP2R	RXFP1	0.8354005520686607	
HTR1A	CXCL5	0.8407682499807351	
Paroxetine	CYP1A2	1	
Imipramine	HTR7	1	
OPRM1	APP	0.8407682499807351	
HTR1B	ACKR3	0.8354005520686607	
DRD3	HRH3	0.8354005520686607	
CHRM2	OXGR1	0.8354005520686607	
HTR1F	GALR1	0.8252219011119977	
ADRB2	LDLR	0.863443159858049	
OPRK1	CXCL8	0.8459813396079446	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SPATA31A7	0.818984274335209	
HTR1A	GNAT3	0.8526462282435747	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CAMTA1	0.8638247395845513	
HTR5A	TAS2R1	0.8354005520686607	
HTR2B	UTS2R	0.8354005520686607	
HTR1E	CXCL10	0.8407682499807351	
CHRM1	LTB4R	0.8252219011119977	
Pergolide	ADRA1D	1	
DRD2	HTR5A	0.8354005520686607	
HTR1D	NMS	0.8407682499807351	
OPRK1	MCHR2	0.8354005520686607	
DRD2	SSTR4	0.8354005520686607	
Levodopa	DRD1	1	
OPRK1	CCL27	0.8407682499807351	
CHRM5	NMBR	0.8354005520686607	
HTR5A	CXCL3	0.8407682499807351	
HRH4	MTNR1A	0.8252219011119977	
ADRB2	STAM2	0.863443159858049	
HTR2C	LPAR3	0.8252219011119977	
HTR1E	GALR2	0.8252219011119977	
HTR1A	rs1364043	0.99	
DRD2	SSTR3	0.8354005520686607	
HTR1A	MCHR2	0.8354005520686607	
ADRA1B	XCR1	0.8252219011119977	
ADRA1B	GNRH1	0.8407682499807351	
Paliperidone	HTR2A	1	
HTR1A	LPAR2	0.8252219011119977	
ADRB1	NPS	0.8407682499807351	
ADRA2B	GNAZ	0.8567933402497072	
HTR2B	FFAR3	0.8354005520686607	
HRH4	GNAI1	0.8526462282435747	
HTR7	VIPR2	0.8252219011119977	
HTR1B	TAS2R13	0.8354005520686607	
HTR1E	TAS2R39	0.8354005520686607	
GRIN1	YES1	0.8526462282435747	
HTR1D	GNAT3	0.8526462282435747	
HTR1E	TAS2R8	0.8354005520686607	
CHRM3	OPN4	0.8354005520686607	
OPRD1	NMU	0.8407682499807351	
HTR1B	CXCR4	0.8354005520686607	
DRD1	RXFP1	0.8354005520686607	
CYP2B6	rs3211371	0.99	
HTR2C	rs518147	0.99	
HTR1B	CXCL16	0.8407682499807351	
HTR2B	NMUR2	0.8421959353175904	
OPRD1	CCR2	0.8354005520686607	
OPRM1	POMC	0.8611505155370949	
HTR1F	CXCL8	0.8459813396079446	
NTRK1	NTRK1	0.8667702798833444	
CHRM2	S1PR4	0.8252219011119977	
OPRK1	TAS2R20	0.8354005520686607	
OPRM1	CXCR4	0.8354005520686607	
NDUFC2	NDUFS6	0.8370620429147057	
HTR1F	AGTR2	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KIAA0232	0.8638247395845513	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CLCA2	0.818984274335209	
DRD3	HEBP1	0.8407682499807351	
Rotigotine	CYP3A4	1	
HTR2C	P2RY10	0.8354005520686607	
HTR5A	OPRK1	0.8354005520686607	
CHRM4	NPY	0.833320481754769	
HTR6	GPR25	0.8252219011119977	
HTR6	PTGER2	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SPATA31A7	0.8638247395845513	
Amitriptyline	HTR1D	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SACS	0.8638247395845513	
CYP2B6	rs35303484	0.99	
HTR1E	GABBR1	0.8252219011119977	
HRH4	CCL27	0.8407682499807351	
HTR1F	GPER1	0.8354005520686607	
CALM3	NFATC1	0.8461146281558698	
CYP3A4	rs4646440	0.99	
CHRM3	F2R	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PEG3	0.818984274335209	
HRH4	S1PR2	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SERPING1	0.8638247395845513	
OPRK1	TAS2R10	0.8354005520686607	
DRD3	ADORA1	0.8354005520686607	
ADRA2B	GNAI3	0.8497082254156562	
HRH4	NPW	0.8407682499807351	
HTR1B	CCL19	0.8407682499807351	
GRIN3A	rs10121600	0.99	
NDUFC2	NDUFAF2	0.8381680014777021	
OPRD1	FPR3	0.8354005520686607	
ADRB2	PIK3C2A	0.8441288359160942	
DRD5	PTH1R	0.8354005520686607	
DRD3	P2RY4	0.8354005520686607	
Imipramine	KCND2	1	
CHRM4	HCAR1	0.8354005520686607	
Imipramine	ORM1	1	
Imipramine	HTR1A	1	
HTR1D	PDYN	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SLC9A8	0.8638247395845513	
CHRM5	MLN	0.8407682499807351	
DRD5	TAAR1	0.8354005520686607	
OPRM1	TAS2R9	0.8354005520686607	
HTR1A	PTGER3	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	THRAP3	0.818984274335209	
ABCB1	rs17160359	0.99	
OPRD1	PMCH	0.8407682499807351	
OPRD1	CXCL6	0.8459813396079446	
HTR1D	P2RY12	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CROT	0.818984274335209	
HRH4	TAS2R16	0.8354005520686607	
CALM3	CAMK2D	0.842023951637581	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	RYR2	0.8638247395845513	
HTR5A	CXCL10	0.8407682499807351	
HIF1A	UBC	0.8375121078883685	
HTR1B	DRD3	0.8354005520686607	
ADRA1A	P2RY11	0.8252219011119977	
HTR1A	NPY4R	0.8252219011119977	
HTR7	GCGR	0.8354005520686607	
HIF1A	EGLN2	0.8252219011119977	
HTR2C	rs3813928	0.99	
CHRM2	S1PR2	0.8252219011119977	
CHRM5	CCKBR	0.8354005520686607	
ADRA1D	GNRHR	0.8354005520686607	
HTR1F	TAS2R16	0.8354005520686607	
CYP2B6	rs3786547	0.99	
HTR1A	S1PR1	0.8252219011119977	
CHRM1	UTS2R	0.8354005520686607	
HRH1	PTGER1	0.8252219011119977	
Paliperidone	HTR2C	1	
HTR2C	TACR3	0.8252219011119977	
OPRM1	NPY4R	0.8252219011119977	
HTR6	TAAR1	0.8354005520686607	
OPRM1	CXCL2	0.8407682499807351	
HTR2C	NMU	0.8407682499807351	
HRH4	NPBWR2	0.8354005520686607	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*1xN, CYP2D6*2, CYP2D6*2xN, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6	0.99	
Carvedilol	ADRB1	1	
HTR1F	CCL21	0.8407682499807351	
HTR5A	PMCH	0.8407682499807351	
Carvedilol	ADRA2C	1	
DRD1	PTGIR	0.8354005520686607	
HTR1D	TAS2R31	0.8354005520686607	
VEGFA	CDC42	0.8483182916706136	
ADRB3	GPR176	0.8252219011119977	
OPRD1	S1PR3	0.8252219011119977	
ADRA1D	CCK	0.833320481754769	
HRH4	SSTR2	0.8354005520686607	
DRD5	GPR176	0.8252219011119977	
OPRD1	C3	0.8407682499807351	
ADRA1D	NMB	0.8407682499807351	
HRH1	GNRH1	0.8407682499807351	
HTR1B	PPY	0.833320481754769	
NTRK1	RIT2	0.8338600276875079	
ADRA1D	GNA12	0.8526462282435747	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	FAM71E2	0.818984274335209	
CHRM2	CXCR4	0.8354005520686607	
OPRM1	CXCL9	0.8407682499807351	
Doxepin	HRH1	1	
APOC1	rs7412	0.8214887322023668	
HTR1D	SAA1	0.8407682499807351	
GRIN2B	DLG4	0.851577718501957	
OPRD1	TAS2R13	0.8354005520686607	
HTR1B	TAS2R30	0.8354005520686607	
GRIN1	FYN	0.8567933402497072	
HTR7	RAMP3	0.8421959353175904	
DRD1	MC2R	0.8252219011119977	
CHRM4	TAS2R19	0.8354005520686607	
CHRM2	INSL5	0.8407682499807351	
CHRM1	AVPR1A	0.8354005520686607	
CYP2C9	rs10509680	0.99	
ADRB2	rs1042714	0.99	
HTR5A	TAS2R50	0.8354005520686607	
DRD3	TAS2R30	0.8354005520686607	
CHRM4	ACKR3	0.8354005520686607	
CHRM2	FNBP1	0.863443159858049	
CYP2C19	CYP2C19*1, CYP2C19*2, CYP2C19*3, CYP2C19*5, CYP2C19*6, CYP2C19*7, CYP2C19*8	0.99	
HRH1	EDNRA	0.8252219011119977	
DRD1	GPR32	0.8252219011119977	
HTR2A	FFAR3	0.8354005520686607	
ADRB2	RXFP1	0.8354005520686607	
HTR1F	CCR2	0.8354005520686607	
CYP2D6	CYP2D6*1, CYP2D6*3, CYP2D6*36, CYP2D6*4, CYP2D6*40, CYP2D6*42, CYP2D6*4xN, CYP2D6*56	0.99	
ADRA1B	KISS1R	0.8252219011119977	
DRD2	RXFP3	0.8354005520686607	
OPRD1	NPY4R	0.8252219011119977	
HTR5A	TAS2R5	0.8354005520686607	
HTR5A	TAS2R19	0.8354005520686607	
ADRA1A	NPFFR1	0.8252219011119977	
CHRM4	CXCR6	0.8354005520686607	
CHRM5	P2RY10	0.8354005520686607	
DRD1	CALCRL	0.8421959353175904	
DRD3	LPAR2	0.8252219011119977	
HTR1E	CCR1	0.8354005520686607	
HTR2A	KISS1R	0.8252219011119977	
CYP2E1	CYP2E1*1A, CYP2E1*5B	0.99	
