CCR5	Pulmonary edema	
FPR1	Pulmonary edema	
EGLN1	Pulmonary edema	
VEGFA	High altitude pulmonary edema	
F2R	Pulmonary edema	
VEGFA	Pulmonary edema	
TH	High altitude pulmonary edema	
HIF1A	Pulmonary edema	
REN	High altitude pulmonary edema	
ADRB2	Pulmonary edema	
FSHR	Pulmonary edema	
ALB	Pulmonary edema	
EDNRA	High altitude pulmonary edema	
EDN1	High altitude pulmonary edema	
ROCK1	Pulmonary edema	
AGTR1	High altitude pulmonary edema	
ADRB2	High altitude pulmonary edema	
GHRH	Pulmonary edema	
CXCL8	Pulmonary edema	
ACE	High altitude pulmonary edema	
CXCL2	Pulmonary edema	
EGLN1	High altitude pulmonary edema	
HTR2C	CCKBR	0.8354005520686607	
ADRB2	MC1R	0.8252219011119977	
DRD3	C3	0.8407682499807351	
P2RY12	APLNR	0.8354005520686607	
HTR1B	CXCR4	0.8354005520686607	
DRD3	GRM7	0.8252219011119977	
Carvedilol	ABCB1	1	
PTGIR	ADRB1	0.8354005520686607	
ADRA1D	BDKRB1	0.8354005520686607	
Telmisartan	PPARG	1	
DRD1	RXFP1	0.8354005520686607	
HTR2B	GNRH2	0.8407682499807351	
HTR1A	rs6295	0.99	
HTR1D	HRH3	0.8354005520686607	
HTR2C	rs518147	0.99	
HTR2A	GNG2	0.8526462282435747	
HTR2C	LPAR4	0.8354005520686607	
AGTR1	QRFPR	0.8252219011119977	
HTR1B	CXCL16	0.8407682499807351	
HTR2B	NMUR2	0.8421959353175904	
DRD1	GLP2R	0.8354005520686607	
HTR1B	TAS2R3	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PCED1B	0.818984274335209	
P2RY12	ACKR3	0.8354005520686607	
ABCG2	rs1061018	0.99	
NDUFC2	NDUFS6	0.8370620429147057	
P2RY12	CXCL12	0.8407682499807351	
ADRA1A	FFAR1	0.8354005520686607	
DRD2	SST	0.8407682499807351	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CLCA2	0.818984274335209	
L-Tyrosine	YARS	1	
P2RY12	CXCL3	0.8407682499807351	
DRD2	AGTR2	0.8354005520686607	
HTR2B	CYSLTR1	0.8252219011119977	
ADRA1B	F2RL1	0.8252219011119977	
DRD2	NMUR2	0.8421959353175904	
PTGIR	RXFP1	0.8354005520686607	
HTR2C	GNG2	0.8526462282435747	
DRD3	HEBP1	0.8407682499807351	
HTR2C	P2RY10	0.8354005520686607	
DRD5	ADRB3	0.8354005520686607	
HTR1B	TAS2R5	0.8354005520686607	
HTR2A	CCKAR	0.8252219011119977	
DRD3	LPAR1	0.8252219011119977	
CYP2C9	rs9332096	0.99	
CYP2C19	CYP2C19*1, CYP2C19*17, CYP2C19*2, CYP2C19*3, CYP2C19*4	0.99	
P2RY12	HEBP1	0.8407682499807351	
ADRB1	rs1801253	0.99	
AGTR1	AGT	0.8506801547405347	
DRD2	PDYN	0.8407682499807351	
XDH	rs1594160	0.99	
P2RY12	GPR17	0.8252219011119977	
HTR1D	CXCR4	0.8354005520686607	
HTR2C	GPRC6A	0.8252219011119977	
CYP1A1	rs2606345	0.99	
DRD2	SUCNR1	0.8354005520686607	
P2RY12	GPER1	0.8354005520686607	
DRD4	TAS2R30	0.8354005520686607	
Enalapril	SLCO1A2	1	
HTR1A	GRM4	0.8252219011119977	
ADRA1B	EDN3	0.833320481754769	
ADRA1B	PROKR1	0.8354005520686607	
CYP3A4	rs4646440	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PEG3	0.818984274335209	
ACE2	rs2106809	0.99	
CYP2C9	rs4917639	0.99	
HTR1A	CXCL6	0.8459813396079446	
DRD3	C5AR1	0.8354005520686607	
DRD2	rs1079597	0.99	
P2RY12	C3AR1	0.8354005520686607	
ADRA1D	GNRHR2	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	HP	0.818984274335209	
HTR2C	KISS1R	0.8252219011119977	
DRD3	ADORA1	0.8354005520686607	
ADRA2B	GNAI3	0.8497082254156562	
HTR2C	rs2497538	0.99	
HTR1B	CXCL5	0.8407682499807351	
HTR1B	CCL19	0.8407682499807351	
AGTR1	PTAFR	0.8252219011119977	
HTR2A	F2RL1	0.8252219011119977	
DRD4	ADRA2A	0.8252219011119977	
HTR1D	NMUR1	0.8354005520686607	
NDUFC2	NDUFAF2	0.8381680014777021	
ADRB2	PIK3C2A	0.8441288359160942	
L-Tyrosine	SLC16A2	1	
HTR2A	KISS1	0.833320481754769	
DRD5	PTH1R	0.8354005520686607	
HTR1D	PF4	0.8407682499807351	
DRD3	P2RY4	0.8354005520686607	
ADRA1A	TACR1	0.8252219011119977	
ADRB2	BIN1	0.863443159858049	
ADRA1B	KNG1	0.8407682499807351	
PTGIR	PTGER4	0.8252219011119977	
Candesartan	ABCB1	1	
ABCC2	rs17222723	0.99	
CYP3A4	MGST3	0.792109822701367	
HTR1D	PDYN	0.8407682499807351	
P2RY12	APLN	0.8407682499807351	
DRD5	TAAR1	0.8354005520686607	
ABCB1	rs17160359	0.99	
HTR1A	PTGER3	0.8252219011119977	
DRD1	RLN2	0.8459813396079446	
AGTR1	APP	0.8407682499807351	
DRD2	RXFP4	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	THRAP3	0.818984274335209	
PTGIR	PTH	0.8407682499807351	
HTR1D	P2RY12	0.8354005520686607	
VEGFA	rs2010963	0.99	
DRD3	SSTR4	0.8354005520686607	
AGTR1	TACR2	0.8252219011119977	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*17, CYP2D6*1xN, CYP2D6*2, CYP2D6*2xN, CYP2D6*3, CYP2D6*4, CYP2D6*41, CYP2D6*5	0.99	
HTR2C	GNRHR	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CROT	0.818984274335209	
P2RY12	TAS2R10	0.8354005520686607	
HTR2C	UTS2B	0.8407682499807351	
SLC22A1	rs683369	0.99	
HIF1A	UBC	0.8375121078883685	
DRD4	CCL16	0.8407682499807351	
HTR1B	DRD3	0.8354005520686607	
HTR2B	GNA14	0.8595571341704282	
HTR1A	NPY4R	0.8252219011119977	
DRD3	TAS2R13	0.8354005520686607	
HTR1D	CXCL12	0.8407682499807351	
ADRA1A	P2RY11	0.8252219011119977	
DRD2	TAS2R3	0.8354005520686607	
AGTR1	GHSR	0.8354005520686607	
HTR2B	SAA1	0.833320481754769	
ADRA1D	GNA15	0.8595571341704282	
SLC22A1	rs12208357	0.99	
ADRB1	GPR84	0.8252219011119977	
HTR2B	EDN2	0.833320481754769	
P2RY12	TAS2R40	0.8354005520686607	
HTR1D	TAS2R30	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KLK3	0.818984274335209	
CYP3A4	rs2740574	0.9135172474836407	
ABCB1	rs2032582	0.99	
HTR1D	CXCL5	0.8407682499807351	
P2RY12	FPR3	0.8354005520686607	
HIF1A	EGLN2	0.8252219011119977	
P2RY12	CXCL16	0.8407682499807351	
ADRA1A	AVPR1B	0.8354005520686607	
CYP1A2	rs2069514	0.99	
ADRB2	ADM	0.8407682499807351	
HTR1A	PPBP	0.8407682499807351	
HTR2B	EDN1	0.833320481754769	
HTR2C	rs3813928	0.99	
DRD2	GRM2	0.8252219011119977	
L-Tyrosine	TH	1	
ACE	rs4646994	0.99	
DRD2	HTR1A	0.8354005520686607	
ADRA1D	GNRHR	0.8354005520686607	
Lisinopril	ABCB1	1	
HTR2A	GNB1	0.8526462282435747	
HTR2A	TACR2	0.8252219011119977	
HTR2B	NPSR1	0.8354005520686607	
PTGIR	GHRH	0.8407682499807351	
HTR1A	S1PR1	0.8252219011119977	
DRD2	SSTR2	0.8354005520686607	
DRD4	ADORA1	0.8354005520686607	
ADRB1	PTH1R	0.8354005520686607	
HTR2B	GPR65	0.8354005520686607	
CYP2D6	rs28371706	0.99	
DRD2	KNG1	0.8407682499807351	
ADRA2B	RLN3	0.8407682499807351	
PTGS1	rs10306135	0.99	
ADRB2	UBB	0.863443159858049	
ADRB2	VIPR2	0.8252219011119977	
HTR1D	GRM4	0.8252219011119977	
PTGIR	RLN3	0.8407682499807351	
ABCB1	rs2235047	0.99	
Carvedilol	ADRB2	1	
SELE	SELPLG	0.8140804839148649	
HTR1D	CCL28	0.8407682499807351	
Enalapril	SLC22A8	1	
HTR2C	TACR3	0.8252219011119977	
P2RY12	NPBWR2	0.8354005520686607	
ABCB1	rs12720067	0.99	
ADRA1A	UTS2B	0.8407682499807351	
DRD2	PPBP	0.8407682499807351	
DRD3	AGTR2	0.8354005520686607	
HTR2C	NMU	0.8407682499807351	
DRD3	CCL5	0.8407682499807351	
CYP2C9	rs28371686	0.99	
ADRB2	ADCYAP1R1	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	OR3A2	0.818984274335209	
AGTR1	F2RL1	0.8252219011119977	
DRD5	CALCA	0.8407682499807351	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*1xN, CYP2D6*2, CYP2D6*2xN, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6	0.99	
HTR1B	CNR1	0.8354005520686607	
rs4987161	CYP3A	0.9414801494009999	
ADRA1B	GNA13	0.8549476386052599	
Carvedilol	ADRB1	1	
HTR1D	BDKRB2	0.8354005520686607	
P2RY12	HTR1F	0.8354005520686607	
DRD4	PPY	0.833320481754769	
AGTR1	KNG1	0.8459813396079446	
Carvedilol	ADRA2C	1	
CYP3A4	rs56324128	0.9135172474836407	
DRD1	PTGIR	0.8354005520686607	
ADRB1	GCG	0.849809014912932	
HTR1D	TAS2R31	0.8354005520686607	
P2RY12	PNOC	0.8407682499807351	
DRD5	NPSR1	0.8354005520686607	
ACE	AGT	0.8580060915991022	
VEGFA	CDC42	0.8483182916706136	
DRD2	OPRL1	0.8354005520686607	
NDUFC2	NDUFS7	0.8478585989808651	
HTR2A	rs6314	0.99	
ADRA1A	PROK1	0.8407682499807351	
ADRB2	GPR25	0.8252219011119977	
ADRB2	PTGER2	0.8252219011119977	
HTR1D	MTNR1A	0.8252219011119977	
DRD4	C5	0.8407682499807351	
ADRA1D	CCK	0.833320481754769	
ADRA1B	F2RL2	0.8252219011119977	
ADRB1	SCT	0.8407682499807351	
DRD5	GPR176	0.8252219011119977	
DRD1	rs686	0.99	
ADRA1D	NMB	0.8407682499807351	
DRD3	CXCL10	0.8407682499807351	
HTR2A	TACR3	0.8252219011119977	
HTR1B	PPY	0.833320481754769	
HTR1D	GPR18	0.8354005520686607	
HTR1B	GRM4	0.8252219011119977	
P2RY12	TAS2R16	0.8354005520686607	
CYP3A4	rs2242480	0.8775210229989678	
ADRA1D	GNA12	0.8526462282435747	
Carvedilol	CYP3A4	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	FAM71E2	0.818984274335209	
DRD4	NMUR1	0.8354005520686607	
ADRA2C	ADRA2C	0.8459813396079446	
DRD3	TAS2R60	0.8354005520686607	
P2RY12	GRM8	0.8252219011119977	
HTR2B	GRM5	0.8354005520686607	
HTR1D	GRM6	0.8252219011119977	
HTR1D	NPBWR2	0.8354005520686607	
ADRA1D	GHSR	0.8354005520686607	
AGTR1	GAST	0.8407682499807351	
DRD3	CCL25	0.8407682499807351	
ADRA1D	F2RL2	0.8252219011119977	
ADRA1D	GRM1	0.8354005520686607	
HTR1D	SAA1	0.8407682499807351	
ADRA1D	SAA1	0.833320481754769	
HTR2B	CHRM1	0.8354005520686607	
ADRA1A	NMU	0.8407682499807351	
HTR1B	TAS2R30	0.8354005520686607	
HTR1A	HCAR2	0.8354005520686607	
CYP2E1	rs2070673	0.99	
DRD2	rs6275	0.99	
DRD2	HTR1B	0.8354005520686607	
DRD2	GNAI2	0.8526462282435747	
DRD1	MC2R	0.8252219011119977	
DRD3	RLN3	0.8459813396079446	
ADRB1	LHCGR	0.8354005520686607	
ADRA1B	GPR65	0.8354005520686607	
CYP2C19	rs12248560	0.99	
P2RY12	RLN3	0.8459813396079446	
CYP2C9	rs10509680	0.99	
P2RY12	S1PR1	0.8252219011119977	
ADRB2	rs1042714	0.99	
HTR2C	CHRM5	0.8354005520686607	
DRD4	CASR	0.8354005520686607	
ADRA1A	NMBR	0.8354005520686607	
DRD3	TAS2R30	0.8354005520686607	
HTR1B	S1PR4	0.8252219011119977	
DRD2	S1PR4	0.8252219011119977	
NDUFC2	TMEM126B	0.8484307441293273	
HTR2A	LPAR4	0.8354005520686607	
ADRB1	NPSR1	0.8354005520686607	
CYP2C19	CYP2C19*1, CYP2C19*2, CYP2C19*3, CYP2C19*5, CYP2C19*6, CYP2C19*7, CYP2C19*8	0.99	
HTR2B	GCGR	0.8354005520686607	
DRD1	GPR32	0.8252219011119977	
Pramipexole	HTR1A	1	
HTR2A	FFAR3	0.8354005520686607	
P2RY12	PYY	0.833320481754769	
ADRB2	VAMP7	0.863443159858049	
CYP3A4	CYP3A4*1, CYP3A4*1G	0.99	
P2RY12	OPRK1	0.8354005520686607	
DRD5	CGA	0.849809014912932	
DRD5	GNG2	0.8526462282435747	
AGTR1	TACR1	0.8252219011119977	
ADRA1B	TAC3	0.833320481754769	
ADRB2	RXFP1	0.8354005520686607	
ADRB2	ARPC2	0.8628338709774962	
SLCO1B1	SLCO1B1*12, SLCO1B1*13, SLCO1B1*1A	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	DCD	0.818984274335209	
PTGIR	LHB	0.8407682499807351	
CYP2D6	CYP2D6*1, CYP2D6*3, CYP2D6*36, CYP2D6*4, CYP2D6*40, CYP2D6*42, CYP2D6*4xN, CYP2D6*56	0.99	
HTR2B	NMBR	0.8354005520686607	
ADRA1B	KISS1R	0.8252219011119977	
Telmisartan	AGTR1	1	
DRD2	RXFP3	0.8354005520686607	
HTR1B	OPRK1	0.8354005520686607	
DRD1	PTH2	0.8407682499807351	
ABCG2	rs2199939	0.99	
DRD1	ADRB3	0.8354005520686607	
ADRA1A	NPFFR1	0.8252219011119977	
ADRA1A	TRHR	0.8354005520686607	
HTR2B	GNAQ	0.8595571341704282	
DRD1	CALCRL	0.8421959353175904	
DRD3	LPAR2	0.8252219011119977	
P2RY12	SSTR4	0.8354005520686607	
DRD4	CXCL6	0.8459813396079446	
P2RY12	ADORA3	0.8354005520686607	
ADRB1	RLN2	0.8459813396079446	
ADRB2	GPR20	0.8252219011119977	
DRD2	P2RY4	0.8354005520686607	
HTR2A	KISS1R	0.8252219011119977	
DRD2	ADRA2B	0.8252219011119977	
ADRA1B	GRPR	0.8354005520686607	
PTGIR	ADM2	0.8407682499807351	
CYP2E1	CYP2E1*1A, CYP2E1*5B	0.99	
CYP2D6	rs76088846	0.99	
ADRA1A	GNA13	0.8549476386052599	
P2RY12	GABBR2	0.8252219011119977	
DRD2	CXCR4	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	EXOC6	0.818984274335209	
CYP3A4	rs2740574	0.99	
DRD2	HRH4	0.8354005520686607	
HTR1B	SST	0.8407682499807351	
ADRA1A	P2RY10	0.8354005520686607	
HTR2C	TACR1	0.8252219011119977	
ADRB1	RAMP2	0.8421959353175904	
ADRA1D	TACR2	0.8252219011119977	
ADRB2	CTTN	0.8628338709774962	
HTR1A	S1PR5	0.8252219011119977	
ADRA1A	LPAR4	0.8354005520686607	
DRD2	APP	0.8407682499807351	
P2RY12	DRD4	0.8354005520686607	
ADRA1A	GPR132	0.8354005520686607	
ADRB2	ADM2	0.8407682499807351	
DRD3	TAS2R42	0.8354005520686607	
DRD3	LPAR5	0.8252219011119977	
ADRA1D	PROKR1	0.8354005520686607	
ADRA1B	PTGFR	0.8252219011119977	
DRD2	FPR3	0.8354005520686607	
Ropinirole	CYP2D6	1	
DRD3	CXCR6	0.8354005520686607	
CYP2C19	rs4986893	0.99	
DRD2	TAS2R40	0.8354005520686607	
HTR2C	CCL23	0.833320481754769	
CYP3A4	rs28371759	0.8775210229989678	
HTR1B	GNAI3	0.8526462282435747	
DRD3	CNR2	0.8354005520686607	
DRD3	C3AR1	0.8354005520686607	
P2RY12	C5AR1	0.8354005520686607	
DRD5	TSHB	0.8407682499807351	
ADRB2	WASL	0.8628338709774962	
ADRB2	SYT9	0.863443159858049	
P2RY12	CCL19	0.8407682499807351	
DRD3	TAS2R19	0.8354005520686607	
DRD2	GPR18	0.8354005520686607	
HTR1A	NPY1R	0.8252219011119977	
ABCG2	rs17731538	0.99	
HTR2C	GRM5	0.8354005520686607	
VEGFA	PIK3R1	0.8468891025876341	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KIAA1551	0.818984274335209	
HTR1D	GABBR1	0.8252219011119977	
ADRA1D	CHRM1	0.8354005520686607	
P2RY12	APP	0.8407682499807351	
DRD3	CXCL2	0.8407682499807351	
DRD4	GNG2	0.8526462282435747	
DRD1	FSHR	0.8354005520686607	
DRD2	CCR3	0.8354005520686607	
DRD4	GRM6	0.8252219011119977	
HTR2C	rs3813929	0.99	
ADRA1B	NMBR	0.8354005520686607	
HTR1D	ADORA1	0.8354005520686607	
HTR1A	CORT	0.8407682499807351	
HTR1B	GPER1	0.8354005520686607	
ADRA1D	CHRM3	0.8354005520686607	
HTR1A	FPR1	0.8354005520686607	
ADRA1D	EDN2	0.833320481754769	
ADRB1	ADM2	0.8407682499807351	
ABCG2	rs7699188	0.99	
HTR2C	GNB1	0.8526462282435747	
ADRA1A	GNAQ	0.8595571341704282	
ADRA1A	UTS2	0.8407682499807351	
P2RY12	CCR9	0.8354005520686607	
HTR1B	GRM2	0.8252219011119977	
P2RY12	NMS	0.8407682499807351	
ADRA1D	GPR68	0.8354005520686607	
ABCB1	rs1922242	0.99	
HTR1B	BDKRB1	0.8354005520686607	
P2RY12	CXCL2	0.8407682499807351	
HTR2C	OPN4	0.8354005520686607	
HTR2B	F2R	0.8252219011119977	
HTR1A	PF4	0.8407682499807351	
CYP3A4	rs28371759	0.9509900498999999	
Pergolide	HTR1B	1	
ADRB2	GRB2	0.863443159858049	
HTR1A	CCL16	0.8407682499807351	
ABCG2	rs3114020	0.99	
DRD2	HTR1E	0.8354005520686607	
ADRA2B	GNG2	0.8626329038096527	
HTR1B	CXCL12	0.8407682499807351	
HTR1B	TAS2R16	0.8354005520686607	
HTR1D	TAS2R13	0.8354005520686607	
HTR2A	FFAR2	0.8354005520686607	
HTR1D	OPRK1	0.8354005520686607	
ADRA1D	CYSLTR1	0.8252219011119977	
ADRA1A	GPRC6A	0.8252219011119977	
P2RY12	TAS2R41	0.8354005520686607	
HTR2A	GCG	0.8407682499807351	
HTR1A	GABBR2	0.8252219011119977	
ADRB2	REPS1	0.8664623807565615	
DRD5	VIPR1	0.8252219011119977	
DRD3	HTR1F	0.8354005520686607	
HTR1A	ANXA1	0.8459813396079446	
ADRA1B	P2RY6	0.8354005520686607	
DRD4	LPAR3	0.8252219011119977	
HTR1D	TAS2R19	0.8354005520686607	
PTGIR	GIP	0.8407682499807351	
HTR1B	CCR6	0.8354005520686607	
HTR1A	GPR55	0.8354005520686607	
DRD2	NMUR1	0.8354005520686607	
HTR1A	TAS2R42	0.8354005520686607	
DRD3	APLNR	0.8354005520686607	
HIF1A	HIF3A	0.849809014912932	
ADRA1A	GRP	0.8407682499807351	
NDUFC2	MT-ND5	0.8370620429147057	
HTR2C	HCRT	0.833320481754769	
CYP2C19	rs4244285	0.99	
DRD1	ADCYAP1R1	0.8354005520686607	
HTR1A	TAS2R13	0.8354005520686607	
P2RY12	TAS2R43	0.8354005520686607	
ADRA2B	CCL23	0.833320481754769	
DRD4	C3AR1	0.8354005520686607	
HTR1D	P2RY4	0.8354005520686607	
Ropinirole	HTR2A	1	
HTR2B	NMS	0.8407682499807351	
DRD3	MTNR1B	0.8252219011119977	
HTR1A	TAS2R20	0.8354005520686607	
ADRB1	SCTR	0.8354005520686607	
HTR1A	MCHR1	0.8354005520686607	
ADRA2C	RLN3	0.8407682499807351	
HTR2A	QRFP	0.833320481754769	
HTR1A	CCL21	0.8407682499807351	
DRD2	CXCL2	0.8407682499807351	
ADRA1D	GPR65	0.8354005520686607	
HTR1D	GALR2	0.8252219011119977	
HTR2B	PMCH	0.833320481754769	
HTR1A	OXGR1	0.8354005520686607	
ADRB2	ARPC1A	0.8628338709774962	
DRD2	PTGER3	0.8252219011119977	
DRD3	CASR	0.8354005520686607	
HTR1B	TAS2R10	0.8354005520686607	
P2RY12	LPAR5	0.8252219011119977	
AGTR1	PROKR1	0.8354005520686607	
DRD5	GPBAR1	0.8354005520686607	
DRD3	TAS2R46	0.8354005520686607	
ADRA2C	rs11269124	0.99	
PTGIR	VIP	0.833320481754769	
HTR2C	NTSR1	0.8252219011119977	
HTR2C	OXT	0.833320481754769	
HTR1B	TAS2R4	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	GSN	0.818984274335209	
ADRA1B	LPAR5	0.8252219011119977	
SLCO1B1	rs4149056	0.99	
P2RY12	CXCR3	0.8354005520686607	
DRD4	PTGDR2	0.8252219011119977	
DRD2	CCR5	0.8354005520686607	
ADRA1D	GNA13	0.8549476386052599	
HTR1A	C5AR1	0.8354005520686607	
HTR2C	GNAQ	0.8595571341704282	
Ropinirole	HTR1A	1	
CYP3A4	CYP3A4*1, CYP3A4*1G	0.9509900498999999	
PTGIR	SCT	0.8407682499807351	
ACE	REN	0.8435102388865442	
DRD3	TAS2R50	0.8354005520686607	
HTR1A	INSL5	0.8407682499807351	
HTR1B	NMUR1	0.8354005520686607	
HTR1A	SSTR1	0.8354005520686607	
PPARG	MED26	0.7989062580087279	
DRD2	CXCL8	0.8459813396079446	
ADRA1A	LPAR5	0.8252219011119977	
HTR1D	AGT	0.8407682499807351	
ADRB2	SCT	0.8407682499807351	
HTR1B	CXCL2	0.8407682499807351	
HTR2C	GRP	0.8407682499807351	
ADRB1	CGA	0.849809014912932	
DRD2	ACKR3	0.8354005520686607	
CYP3A4	CYP3A4*1, CYP3A4*1G	0.9135172474836407	
PTGIR	PTHLH	0.8407682499807351	
HTR1B	FPR2	0.8354005520686607	
HTR2A	XCL2	0.833320481754769	
DRD3	ADORA3	0.8354005520686607	
DRD5	GPR27	0.8252219011119977	
HTR2C	PTAFR	0.8252219011119977	
DRD3	CORT	0.8407682499807351	
HTR2C	F2RL3	0.8252219011119977	
HTR1A	CXCL13	0.8407682499807351	
P2RY12	CXCL6	0.8459813396079446	
ADRA2A	rs1800545	0.99	
HTR2A	EDN1	0.833320481754769	
HTR1B	rs11568817	0.99	
DRD3	MCHR1	0.8354005520686607	
ADRA2B	APP	0.833320481754769	
HTR2B	OPN4	0.8354005520686607	
HTR1D	DRD4	0.8354005520686607	
PPARG	MED27	0.7989062580087279	
HTR1B	S1PR2	0.8252219011119977	
HTR1B	OXER1	0.8252219011119977	
DRD4	TAS2R42	0.8354005520686607	
HTR1A	CXCR6	0.8354005520686607	
Irbesartan	CYP1A2	1	
ADRB2	MC3R	0.8252219011119977	
ADRB1	CRH	0.8407682499807351	
ADRA2B	PMCH	0.833320481754769	
CYP2C9	CYP2C9*1, CYP2C9*59	0.99	
P2RY12	CXCL5	0.8407682499807351	
ADRB2	GHRHR	0.8354005520686607	
ABCB1	rs9282564	0.99	
P2RY12	NPY2R	0.8252219011119977	
DRD4	GPR18	0.8354005520686607	
PPARG	MED21	0.7989062580087279	
PPARG	MED13L	0.7989062580087279	
ADRA2A	ADRA2B	0.8291463109497466	
ADRB1	GHRH	0.8407682499807351	
HTR1B	MCHR1	0.8354005520686607	
HTR2B	TAC1	0.833320481754769	
DRD1	POMC	0.833320481754769	
Telmisartan	CYP2C19	1	
DRD3	ADRA2B	0.8252219011119977	
ADRA1A	HCRT	0.833320481754769	
ABCB1	ABCB1*1, ABCB1*2(PMID:11503014)	0.99	
DRD2	CASR	0.8354005520686607	
PTGIR	RLN2	0.8459813396079446	
VEGFA	RHOA	0.8252219011119977	
HIF1A	ELOC	0.8599291555852738	
HTR1D	NPY5R	0.8252219011119977	
HTR2A	GCGR	0.8354005520686607	
DRD4	S1PR4	0.8252219011119977	
HTR1D	TAS2R7	0.8354005520686607	
HTR1B	CCL25	0.8407682499807351	
ADRA2B	ADRA2C	0.8459813396079446	
Eprosartan	ABCC2	1	
AGTR1	F2RL3	0.8252219011119977	
CYP3A4	MGST1	0.792109822701367	
AGTR1	BDKRB2	0.8421959353175904	
HTR1B	CCL21	0.8407682499807351	
CYP2D6	CYP2D6*20, CYP2D6*4	0.99	
HTR1B	NMU	0.8407682499807351	
P2RY12	CXCL11	0.8407682499807351	
Pergolide	ADRA2C	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SCN5A	0.818984274335209	
HTR1B	CXCL9	0.8407682499807351	
HTR2A	PMCH	0.833320481754769	
DRD1	PTH2R	0.8354005520686607	
AGTR1	UTS2R	0.8354005520686607	
P2RY12	OPRD1	0.8354005520686607	
ADRA2B	POMC	0.833320481754769	
HTR2C	NTS	0.833320481754769	
DRD2	CORT	0.8407682499807351	
DRD2	PENK	0.8407682499807351	
DRD4	BDKRB2	0.8354005520686607	
DRD1	IAPP	0.8407682499807351	
DRD4	SSTR5	0.8354005520686607	
VEGFA	PAK2	0.8531802811033484	
AGTR1	GNA14	0.8595571341704282	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*17, CYP2D6*1xN, CYP2D6*2, CYP2D6*2xN, CYP2D6*3, CYP2D6*4, CYP2D6*40, CYP2D6*41, CYP2D6*5, CYP2D6*6	0.99	
DRD4	CXCL3	0.8407682499807351	
ADRA1B	GHSR	0.8354005520686607	
DRD1	CRHR1	0.8354005520686607	
ADRA1B	GNRHR	0.8354005520686607	
ADRA1B	PTAFR	0.8252219011119977	
ADRA1D	XCL1	0.833320481754769	
HTR1B	CCL16	0.8407682499807351	
CYP3A4	rs12721627	0.8775210229989678	
ADRA1D	P2RY6	0.8354005520686607	
ADRA2B	ADRA2B	0.8459813396079446	
P2RY12	NMUR1	0.8354005520686607	
ADRA1D	FFAR3	0.8354005520686607	
DRD4	GNAI1	0.8526462282435747	
HTR1A	CCL23	0.8407682499807351	
ADRB2	DAB2	0.8639805355496311	
ADRB2	AP2A1	0.8669217489920482	
DRD3	GRM2	0.8252219011119977	
DRD3	NPW	0.8407682499807351	
ADRA1A	KISS1R	0.8252219011119977	
NDUFC2	TIMMDC1	0.8484307441293273	
HTR2A	NMUR1	0.8354005520686607	
Pramipexole	HTR2C	1	
HIF1A	ELOB	0.8599291555852738	
ADRA1D	FFAR1	0.8354005520686607	
HTR1B	HCAR3	0.8354005520686607	
HTR1D	AGTR2	0.8354005520686607	
CYP2C9	CYP2C9*1, CYP2C9*13, CYP2C9*3	0.99	
ADRA2A	rs1800545	0.8375215262118652	
HTR2B	QRFPR	0.8252219011119977	
P2RY12	TAS2R19	0.8354005520686607	
HTR2C	CYSLTR2	0.8252219011119977	
DRD4	TAS2R5	0.8354005520686607	
HTR2A	NPSR1	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	NCOA3	0.818984274335209	
ADRA1D	GNRH1	0.8407682499807351	
DRD2	AGT	0.8407682499807351	
ADRB1	RAMP3	0.8421959353175904	
DRD5	GLP2R	0.8354005520686607	
P2RY12	CCL28	0.8407682499807351	
DRD5	MC5R	0.8252219011119977	
HTR1B	LPAR1	0.8252219011119977	
PTGIR	VIPR2	0.8252219011119977	
ADRA1A	EDNRA	0.8252219011119977	
P2RY12	P2RY14	0.8354005520686607	
P2RY12	S1PR2	0.8252219011119977	
HTR1D	TAS2R50	0.8354005520686607	
DRD3	GPR18	0.8354005520686607	
HTR2A	GPR132	0.8354005520686607	
AGTR1	CCKAR	0.8252219011119977	
